,GeneName,up1.5,up2,up5,up10,dn1.5,dn2,dn5,dn10,all,unchange1.5,unchange2,unchange5,unchange10,HN1.5,HN2,HN5,HN10
16548,Rpl36a-ps1,56,49,39,28,51,38,27,20,242,135,155,176,194,5,11,12,8
8830,Hsd11b2,71,54,20,8,51,27,8,5,242,120,161,214,229,20,27,12,3
5500,Espn,77,54,14,5,41,20,2,2,242,124,168,226,235,36,34,12,3
1090,Amhr2,75,57,17,5,53,31,5,0,242,114,154,220,237,22,26,12,5
17064,Selplg,65,47,22,9,53,36,10,5,242,124,159,210,228,12,11,12,4
9608,Islr2,62,38,14,3,52,38,2,0,242,128,166,226,239,10,0,12,3
19294,Timp1,72,53,20,11,40,27,8,2,242,130,162,214,229,32,26,12,9
818,Adm2,74,58,14,6,41,23,2,1,242,127,161,226,235,33,35,12,5
1065,Alpk2,38,29,17,7,26,17,5,1,242,178,196,220,234,12,12,12,6
7020,Gm17728,43,36,26,17,28,22,14,10,242,171,184,202,215,15,14,12,7
5548,Evpl,76,49,14,5,45,19,2,0,242,121,174,226,237,31,30,12,5
8634,Hhipl2,93,65,19,4,33,21,7,3,242,116,156,216,235,60,44,12,1
10044,Klhl40,73,42,15,7,40,22,3,2,242,129,178,224,233,33,20,12,5
2704,Cck,56,41,20,9,37,23,8,4,242,149,178,214,229,19,18,12,5
6797,Gm11213,16,16,14,2,9,6,2,0,242,217,220,226,240,7,10,12,2
6053,Fibcd1,57,35,13,6,32,12,1,1,242,153,195,228,235,25,23,12,5
4103,Cxcr4,75,55,21,4,38,31,9,4,242,129,156,212,234,37,24,12,0
7898,Gm9999,31,29,23,15,16,15,11,9,242,195,198,208,218,15,14,12,6
6265,Fthl17d,20,19,13,7,14,11,1,1,242,208,212,228,234,6,8,12,6
8386,H2ac10,57,47,39,32,58,49,27,17,242,127,146,176,193,-1,-2,12,15
2728,Ccl8,56,47,32,17,51,41,20,10,242,135,154,190,215,5,6,12,7
8390,H2ac15,69,51,35,22,49,39,23,16,242,124,152,184,204,20,12,12,6
4076,Cuzd1,65,46,13,8,33,10,1,0,242,144,186,228,234,32,36,12,8
252,4930486L24Rik,58,54,32,21,46,41,20,13,242,138,147,190,208,12,13,12,8
20275,Tsc22d3,86,61,19,5,46,29,7,1,242,110,152,216,236,40,32,12,4
17777,Slc6a8,42,31,13,6,64,29,1,1,242,136,182,228,235,-22,2,12,5
9069,Igflr1,61,56,41,25,65,58,29,17,242,116,128,172,200,-4,-2,12,8
11539,Mrgprh,51,35,12,7,32,14,0,0,242,159,193,230,235,19,21,12,7
712,Adam30,50,39,18,9,27,25,6,4,242,165,178,218,229,23,14,12,5
2886,Cd83,59,47,14,5,36,24,2,1,242,147,171,226,236,23,23,12,4
8885,Hspd1,106,69,15,5,20,14,3,0,242,116,159,224,237,86,55,12,5
9123,Ighv1-55,22,20,16,7,9,9,4,3,242,211,213,222,232,13,11,12,4
16976,Scx,80,65,20,5,56,32,8,1,242,106,145,214,236,24,33,12,4
2467,Card9,80,51,16,1,44,24,4,2,242,118,167,222,239,36,27,12,-1
21264,Vsig4,30,26,15,6,17,13,3,1,242,195,203,224,235,13,13,12,5
4084,Cx3cl1,68,45,15,4,54,30,3,2,242,120,167,224,236,14,15,12,2
6363,Gadd45a,90,61,13,4,29,16,1,1,242,123,165,228,237,61,45,12,3
21681,Zfand2a,107,65,15,2,25,12,3,0,242,110,165,224,240,82,53,12,2
1137,Angptl4,77,56,17,10,50,31,5,2,242,115,155,220,230,27,25,12,8
21577,Zbtb16,60,36,15,8,24,12,3,1,242,158,194,224,233,36,24,12,7
3223,Ch25h,68,58,19,7,61,47,7,2,242,113,137,216,233,7,11,12,5
6016,Fgf18,85,62,20,2,39,29,8,2,242,118,151,214,238,46,33,12,0
2882,Cd79b,53,47,17,4,46,28,5,2,242,143,167,220,236,7,19,12,2
8294,Guca1b,78,63,15,4,38,18,4,1,242,126,161,223,237,40,45,11,3
19646,Tmigd1,39,35,14,9,38,31,3,0,242,165,176,225,233,1,4,11,9
7171,Gm21693,18,18,12,9,8,7,1,1,242,216,217,229,232,10,11,11,8
3847,Creb5,62,45,13,3,46,24,2,0,242,134,173,227,239,16,21,11,3
4171,Cyp2c55,62,45,17,8,41,24,6,1,242,139,173,219,233,21,21,11,7
16858,Sbk3,39,32,14,3,41,22,3,0,242,162,188,225,239,-2,10,11,3
5400,Ephx3,103,67,14,3,36,16,3,1,242,103,159,225,238,67,51,11,2
9249,Igkv2-109,17,16,13,6,7,7,2,1,242,218,219,227,235,10,9,11,5
5783,Fam71a,63,39,15,8,22,9,4,3,242,157,194,223,231,41,30,11,5
13345,Olfr286,66,47,12,2,32,15,1,0,242,144,180,229,240,34,32,11,2
20007,Trav6d-6,14,14,13,10,2,2,2,1,242,226,226,227,231,12,12,11,9
4666,Dlk1,79,51,14,2,35,22,3,0,242,128,169,225,240,44,29,11,2
6743,Gm10563,54,50,34,32,39,31,23,20,242,149,161,185,190,15,19,11,12
20678,Unc93a,60,35,13,9,43,24,2,0,242,139,183,227,233,17,11,11,9
8521,Hbb-bs,48,39,15,3,33,23,4,1,242,161,180,223,238,15,16,11,2
16566,Rpl9-ps6,42,34,26,17,32,27,15,12,242,168,181,201,213,10,7,11,5
17224,Sfn,94,70,15,3,33,19,4,1,242,115,153,223,238,61,51,11,2
6364,Gadd45b,122,84,14,0,22,12,3,2,242,98,146,225,240,100,72,11,-2
20059,Trbv14,14,14,13,5,2,2,2,2,242,226,226,227,235,12,12,11,3
15087,Ppargc1a,54,30,11,4,49,26,0,0,242,139,186,231,238,5,4,11,4
15697,Ptprn,75,49,14,4,32,13,3,0,242,135,180,225,238,43,36,11,4
9981,Kitl,85,54,15,3,33,20,4,1,242,124,168,223,238,52,34,11,2
10012,Klhdc7b,57,33,14,3,33,20,3,1,242,152,189,225,238,24,13,11,2
6299,Fxyd4,64,48,21,9,54,36,10,2,242,124,158,211,231,10,12,11,7
17748,Slc5a3,111,87,15,2,36,22,4,0,242,95,133,223,240,75,65,11,2
8044,Gpr132,71,56,22,12,48,36,11,5,242,123,150,209,225,23,20,11,7
10098,Klrd1,52,42,28,15,33,30,17,7,242,157,170,197,220,19,12,11,8
5084,Edn2,70,55,13,9,29,19,2,0,242,143,168,227,233,41,36,11,9
16913,Scgb1c1,51,46,30,10,35,28,19,7,242,156,168,193,225,16,18,11,3
17829,Slfn1,43,31,14,7,38,24,3,3,242,161,187,225,232,5,7,11,4
12331,Nkx2-5,43,31,12,8,24,13,1,0,242,175,198,229,234,19,18,11,8
3304,Chrna4,74,47,16,5,34,21,5,1,242,134,174,221,236,40,26,11,4
10598,Lrit3,57,36,11,4,32,14,0,0,242,153,192,231,238,25,22,11,4
17042,Sectm1b,46,40,18,7,44,26,7,3,242,152,176,217,232,2,14,11,4
1369,Areg,80,64,17,4,34,27,6,4,242,128,151,219,234,46,37,11,0
19314,Tktl1,52,37,14,6,40,19,3,2,242,150,186,225,234,12,18,11,4
13128,Olfr1369-ps1,91,57,14,3,27,18,3,1,242,124,167,225,238,64,39,11,2
18981,Tceal6,37,29,11,6,16,13,0,0,242,189,200,231,236,21,16,11,6
15148,Ppp1r15a,83,51,14,3,30,10,3,0,242,129,181,225,239,53,41,11,3
1311,Apoa4,53,37,12,6,28,15,1,1,242,161,190,229,235,25,22,11,5
10735,Ltc4s,59,47,26,12,70,53,15,6,242,113,142,201,224,-11,-6,11,6
7830,Gm8251,71,49,15,3,18,12,4,1,242,153,181,223,238,53,37,11,2
14719,Pipox,66,49,14,8,40,20,3,0,242,136,173,225,234,26,29,11,8
17716,Slc45a1,53,38,11,0,26,17,0,0,242,163,187,231,242,27,21,11,0
10728,Ltb4r1,79,53,14,6,47,31,3,1,242,116,158,225,235,32,22,11,5
14718,Pip5kl1,75,53,18,8,42,22,7,6,242,125,167,217,228,33,31,11,2
15968,Rasgef1b,80,54,11,1,41,20,0,0,242,121,168,231,241,39,34,11,1
16646,Rrh,61,49,16,4,50,40,5,1,242,131,153,221,237,11,9,11,3
9650,Itgb8,61,41,14,5,44,23,3,1,242,137,178,225,236,17,18,11,4
14405,Pde6g,88,69,18,7,52,39,7,4,242,102,134,217,231,36,30,11,3
19094,Tepp,53,45,21,6,47,37,10,4,242,142,160,211,232,6,8,11,2
18693,Sycn,28,25,15,6,15,14,4,3,242,199,203,223,233,13,11,11,3
10307,Laptm5,58,42,13,4,39,23,2,1,242,145,177,227,237,19,19,11,3
8873,Hspa8,110,80,15,5,27,20,4,1,242,105,142,223,236,83,60,11,4
11669,Msgn1,24,22,12,6,6,5,1,0,242,212,215,229,236,18,17,11,6
6880,Gm13398,65,45,12,3,30,9,1,0,242,147,188,229,239,35,36,11,3
7581,Gm49339,49,38,14,1,39,28,3,2,242,154,176,225,239,10,10,11,-1
17442,Slc10a5,40,26,11,5,47,27,0,0,242,155,189,231,237,-7,-1,11,5
13875,Olfr907,62,46,16,8,48,27,5,4,242,132,169,221,230,14,19,11,4
979,Akr1b7,62,49,19,7,48,41,8,1,242,132,152,215,234,14,8,11,6
17443,Slc10a6,74,47,13,5,35,14,2,0,242,133,181,227,237,39,33,11,5
19712,Tnfrsf25,101,80,17,8,33,25,6,2,242,108,137,219,232,68,55,11,6
6990,Gm17349,42,39,34,26,32,29,23,22,242,168,174,185,194,10,10,11,4
11400,Mmp12,59,44,17,7,59,48,6,0,242,124,150,219,235,0,-4,11,7
5531,Etv2,50,41,16,9,19,11,5,4,242,173,190,221,229,31,30,11,5
18512,Stip1,94,66,15,3,17,11,4,0,242,131,165,223,239,77,55,11,3
20625,Ugt1a1,41,29,13,5,39,27,2,0,242,162,186,227,237,2,2,11,5
15255,Pramel42,22,21,11,5,9,5,0,0,242,211,216,231,237,13,16,11,5
19230,Themis,65,48,19,12,69,50,8,6,242,108,144,215,224,-4,-2,11,6
2270,C1ql2,39,27,12,3,16,6,1,1,242,187,209,229,238,23,21,11,2
5711,Fam180a,80,61,20,6,45,30,9,4,242,117,151,213,232,35,31,11,2
17534,Slc23a3,68,48,17,7,60,37,6,2,242,114,157,219,233,8,11,11,5
238,4930444G20Rik,74,57,21,9,55,43,10,8,242,113,142,211,225,19,14,11,1
19724,Tnfsf18,57,40,13,7,33,20,2,0,242,152,182,227,235,24,20,11,7
8774,Hoxd10,40,33,11,3,36,21,0,0,242,166,188,231,239,4,12,11,3
20158,Trim43b,87,57,18,5,41,25,7,4,242,114,160,217,233,46,32,11,1
8457,H4c12,61,50,28,21,45,39,18,17,242,136,153,196,204,16,11,10,4
3765,Cox8a,49,34,13,3,26,14,3,0,242,167,194,226,239,23,20,10,3
1072,Alx3,34,22,13,8,26,14,3,1,242,182,206,226,233,8,8,10,7
11417,Mmp3,66,49,13,2,35,16,3,1,242,141,177,226,239,31,33,10,1
3543,Cmtm8,49,37,14,5,40,23,4,0,242,153,182,224,237,9,14,10,5
15973,Rasgrp2,70,50,18,7,45,22,8,1,242,127,170,216,234,25,28,10,6
19137,Tex29,56,50,23,11,36,33,13,7,242,150,159,206,224,20,17,10,4
14223,Pawr,74,50,12,4,44,19,2,2,242,124,173,228,236,30,31,10,2
17143,Serpina6,27,17,11,2,7,4,1,0,242,208,221,230,240,20,13,10,2
7577,Gm49325,70,51,27,23,46,30,17,16,242,126,161,198,203,24,21,10,7
3379,Ckmt1,42,28,12,3,36,23,2,0,242,164,191,228,239,6,5,10,3
17934,Smim5,53,43,22,11,68,50,12,4,242,121,149,208,227,-15,-7,10,7
11401,Mmp13,65,46,14,7,58,33,4,2,242,119,163,224,233,7,13,10,5
14238,Pbld1,87,66,19,4,46,29,9,6,242,109,147,214,232,41,37,10,-2
13170,Olfr1419,83,53,15,7,35,26,5,2,242,124,163,222,233,48,27,10,5
6563,Ghrh,35,31,26,16,40,27,16,5,242,167,184,200,221,-5,4,10,11
528,Abhd3,69,49,12,4,54,24,2,2,242,119,169,228,236,15,25,10,2
21425,Wnt1,52,31,15,7,25,15,5,1,242,165,196,222,234,27,16,10,6
18152,Sparcl1,55,34,10,3,23,10,0,0,242,164,198,232,239,32,24,10,3
3787,Cplx1,47,33,15,4,41,25,5,3,242,154,184,222,235,6,8,10,1
17696,Slc39a4,70,42,12,3,47,20,2,1,242,125,180,228,238,23,22,10,2
19746,Tnnt1,57,42,21,5,61,41,11,4,242,124,159,210,233,-4,1,10,1
10779,Lyl1,74,50,22,10,47,37,12,7,242,121,155,208,225,27,13,10,3
8254,Gstt4,51,44,15,4,37,34,5,2,242,154,164,222,236,14,10,10,2
15525,Prxl2b,38,31,10,6,38,19,0,0,242,166,192,232,236,0,12,10,6
7221,Gm21961,41,34,30,26,30,27,20,18,242,171,181,192,198,11,7,10,8
3792,Cpn1,56,41,14,11,42,16,4,2,242,144,185,224,229,14,25,10,9
13830,Olfr847,68,52,16,4,44,31,6,0,242,130,159,220,238,24,21,10,4
17176,Serpine1,90,64,16,4,49,31,6,2,242,103,147,220,236,41,33,10,2
17177,Serpine2,73,52,14,5,36,24,4,1,242,133,166,224,236,37,28,10,4
9422,Il33,54,42,15,8,52,32,5,1,242,136,168,222,233,2,10,10,7
19851,Trac,67,60,30,18,58,47,20,10,242,117,135,192,214,9,13,10,8
5948,Fcgr1,78,54,20,7,33,26,10,2,242,131,162,212,233,45,28,10,5
10149,Krt19,78,51,12,3,28,15,2,1,242,136,176,228,238,50,36,10,2
7069,Gm20683,78,60,15,5,48,27,5,1,242,116,155,222,236,30,33,10,4
8086,Gpr3,77,60,21,10,60,41,11,2,242,105,141,210,230,17,19,10,8
1584,Asgr1,63,50,16,5,49,34,6,3,242,130,158,220,234,14,16,10,2
6269,Ftl1-ps1,72,51,19,11,42,27,9,6,242,128,164,214,225,30,24,10,5
8618,Hey1,61,40,10,1,50,31,0,0,242,131,171,232,241,11,9,10,1
6090,Flg,38,33,12,7,19,14,2,2,242,185,195,228,233,19,19,10,5
2939,Cdcp2,43,29,10,1,26,12,0,0,242,173,201,232,241,17,17,10,1
10410,Lepr,96,65,22,4,42,31,12,4,242,104,146,208,234,54,34,10,0
6039,Fgl1,53,42,15,8,35,18,5,3,242,154,182,222,231,18,24,10,5
19378,Tmc4,67,44,14,7,38,23,4,1,242,137,175,224,234,29,21,10,6
15843,Rab44,53,32,13,7,27,13,3,1,242,162,197,226,234,26,19,10,6
12435,Notch3,62,41,10,5,30,20,0,0,242,150,181,232,237,32,21,10,5
17834,Slfn5,90,56,16,7,35,21,6,3,242,117,165,220,232,55,35,10,4
12404,Nog,80,58,18,5,32,21,8,2,242,130,163,216,235,48,37,10,3
4216,Cyp4a14,20,19,10,9,21,11,0,0,242,201,212,232,233,-1,8,10,9
7927,Gnat1,92,65,31,15,56,37,21,14,242,94,140,190,213,36,28,10,1
12549,Nrn1l,73,61,26,14,57,47,16,8,242,112,134,200,220,16,14,10,6
16272,Rhox2d,19,19,14,11,10,10,4,0,242,213,213,224,231,9,9,10,11
17122,Serpina10,61,32,11,4,48,19,1,0,242,133,191,230,238,13,13,10,4
12680,Nupr1,83,56,15,4,38,22,5,1,242,121,164,222,237,45,34,10,3
20368,Ttc36,66,52,25,9,65,50,15,4,242,111,140,202,229,1,2,10,5
5949,Fcgr2b,72,53,18,8,54,38,8,4,242,116,151,216,230,18,15,10,4
3757,Cox6b2,50,32,19,13,53,35,9,4,242,139,175,214,225,-3,-3,10,9
15310,Prickle1,93,64,13,2,32,17,3,0,242,117,161,226,240,61,47,10,2
3755,Cox6a2,82,64,26,10,45,33,16,6,242,115,145,200,226,37,31,10,4
8761,Hoxb7,55,42,13,5,45,30,3,0,242,142,170,226,237,10,12,10,5
22040,Zfp948,63,40,11,1,29,9,1,0,242,150,193,230,241,34,31,10,1
8486,Hamp,50,48,37,21,42,36,27,19,242,150,158,178,202,8,12,10,2
16208,Rgs1,54,46,12,7,26,18,2,1,242,162,178,228,234,28,28,10,6
5602,F2rl2,46,35,15,9,39,23,5,1,242,157,184,222,232,7,12,10,8
20787,Uspl1,68,47,11,2,24,9,1,0,242,150,186,230,240,44,38,10,2
5591,Ezhip,42,27,10,1,8,5,0,0,242,192,210,232,241,34,22,10,1
6344,Gabra3,34,22,10,2,23,12,0,0,242,185,208,232,240,11,10,10,2
18818,Tafa1,57,31,12,5,37,17,2,1,242,148,194,228,236,20,14,10,4
15682,Ptpn5,52,30,11,7,18,8,1,0,242,172,204,230,235,34,22,10,7
984,Akr1c18,61,55,15,5,41,36,5,0,242,140,151,222,237,20,19,10,5
10857,Magea6,22,21,11,4,4,4,1,0,242,216,217,230,238,18,17,10,4
3944,Csn3,61,56,21,15,31,27,11,3,242,150,159,210,224,30,29,10,12
6824,Gm11634,48,43,22,7,29,25,12,1,242,165,174,208,234,19,18,10,6
7594,Gm49368,48,39,28,11,33,25,18,9,242,161,178,196,222,15,14,10,2
7613,Gm49416,52,47,36,22,41,37,26,16,242,149,158,180,204,11,10,10,6
6646,Glod5,40,32,15,8,33,22,5,2,242,169,188,222,232,7,10,10,6
1982,Bcl6,87,64,11,4,56,38,1,0,242,99,140,230,238,31,26,10,4
9279,Igkv4-74,15,14,13,5,8,7,3,1,242,219,221,226,236,7,7,10,4
32,1700001K19Rik,55,46,20,14,39,28,10,3,242,148,168,212,225,16,18,10,11
15485,Prss22,66,48,14,6,45,29,4,3,242,131,165,224,233,21,19,10,3
13711,Olfr71,87,55,19,3,41,28,9,5,242,114,159,214,234,46,27,10,-2
6863,Gm13090,27,26,12,1,8,8,2,1,242,207,208,228,240,19,18,10,0
15448,Prr18,90,60,15,1,38,24,5,1,242,114,158,222,240,52,36,10,0
8965,Ier2,91,59,14,4,30,19,4,0,242,121,164,224,238,61,40,10,4
2743,Ccnb3,21,16,10,5,1,0,0,0,242,220,226,232,237,20,16,10,5
11015,Marveld2,64,39,14,6,49,32,4,1,242,129,171,224,235,15,7,10,5
9244,Igkv16-104,19,17,15,4,11,9,5,3,242,212,216,222,235,8,8,10,1
9231,Igkv12-38,14,13,13,9,6,6,3,2,242,222,223,226,231,8,7,10,7
16490,Rorc,43,23,11,5,59,33,1,0,242,140,186,230,237,-16,-10,10,5
13658,Olfr655,104,75,16,4,42,27,6,2,242,96,140,220,236,62,48,10,2
19089,Tent5a,90,58,11,2,30,16,1,0,242,122,168,230,240,60,42,10,2
20123,Trim12a,56,41,19,7,69,44,9,5,242,117,157,214,230,-13,-3,10,2
14801,Plat,68,49,12,3,49,21,2,0,242,125,172,228,239,19,28,10,3
3822,Cpxm2,46,32,11,0,25,12,1,0,242,171,198,230,242,21,20,10,0
3050,Cebpd,86,62,10,3,40,20,0,0,242,116,160,232,239,46,42,10,3
8395,H2ac22,55,49,30,27,43,32,20,12,242,144,161,192,203,12,17,10,15
6754,Gm10721,55,50,29,20,47,38,19,11,242,140,154,194,211,8,12,10,9
5735,Fam209,76,68,31,12,57,46,21,7,242,109,128,190,223,19,22,10,5
424,A930017K11Rik,71,46,13,2,38,18,3,0,242,133,178,226,240,33,28,10,2
15412,Proser2,81,52,13,1,34,18,3,1,242,127,172,226,240,47,34,10,0
7603,Gm49388,62,55,34,19,40,33,24,17,242,140,154,184,206,22,22,10,2
18686,Swt1,95,65,12,4,26,18,2,1,242,121,159,228,237,69,47,10,3
22084,Zfp990,67,46,16,3,46,26,7,4,242,129,170,219,235,21,20,9,-1
9791,Kcne1l,52,28,10,8,35,21,1,0,242,155,193,231,234,17,7,9,8
15167,Ppp1r3c,87,63,12,4,30,15,3,1,242,125,164,227,237,57,48,9,3
6371,Gal3st2,47,39,17,12,33,23,8,3,242,162,180,217,227,14,16,9,9
7169,Gm21677,10,10,9,8,0,0,0,0,242,232,232,233,234,10,10,9,8
15678,Ptpn22,62,35,13,3,61,38,4,1,242,119,169,225,238,1,-3,9,2
18229,Spib,61,31,12,6,52,26,3,0,242,129,185,227,236,9,5,9,6
408,A630073D07Rik,12,10,10,6,1,1,1,0,242,229,231,231,236,11,9,9,6
16294,Rhox7a,35,31,19,3,26,25,10,5,242,181,186,213,234,9,6,9,-2
12560,Nscme3l,74,56,21,2,64,45,12,5,242,104,141,209,235,10,11,9,-3
16950,Scn5a,33,20,10,3,24,11,1,0,242,185,211,231,239,9,9,9,3
16971,Sct,51,44,18,8,34,24,9,3,242,157,174,215,231,17,20,9,5
8115,Gprc5a,81,54,13,6,36,19,4,0,242,125,169,225,236,45,35,9,6
9138,Ighv1-72,13,12,11,6,11,6,2,1,242,218,224,229,235,2,6,9,5
177,2510002D24Rik,37,25,12,8,49,21,3,2,242,156,196,227,232,-12,4,9,6
4498,Defb29,16,14,12,9,9,7,3,0,242,217,221,227,233,7,7,9,9
17008,Sdsl,53,38,11,0,50,29,2,1,242,139,175,229,241,3,9,9,-1
20718,Uroc1,41,26,11,7,40,17,2,0,242,161,199,229,235,1,9,9,7
4495,Defb25,32,26,21,18,30,24,12,12,242,180,192,209,212,2,2,9,6
7283,Gm28374,93,80,26,11,66,45,17,5,242,83,117,199,226,27,35,9,6
5029,E330021D16Rik,54,38,16,6,53,37,7,1,242,135,167,219,235,1,1,9,5
4494,Defb23,18,17,10,2,12,8,1,0,242,212,217,231,240,6,9,9,2
11292,Mgl2,78,59,17,4,50,30,8,0,242,114,153,217,238,28,29,9,4
10584,Lrcol1,45,39,17,5,25,22,8,4,242,172,181,217,233,20,17,9,1
5282,Elovl5,59,38,13,3,38,17,4,2,242,145,187,225,237,21,21,9,1
11115,Mdfi,52,34,14,2,51,26,5,1,242,139,182,223,239,1,8,9,1
5999,Fga,27,20,12,7,22,13,3,2,242,193,209,227,233,5,7,9,5
20058,Trbv13-3,14,14,12,9,4,3,3,3,242,224,225,227,230,10,11,9,6
9875,Kctd18,70,41,13,2,27,17,4,1,242,145,184,225,239,43,24,9,1
19581,Tmem35a,48,36,9,4,21,9,0,0,242,173,197,233,238,27,27,9,4
6288,Fut7,60,39,13,3,54,30,4,0,242,128,173,225,239,6,9,9,3
5251,Elavl3,65,44,12,2,38,25,3,0,242,139,173,227,240,27,19,9,2
6770,Gm10985,43,39,34,31,30,26,25,25,242,169,177,183,186,13,13,9,6
16379,Rnd3,84,56,17,5,46,32,8,2,242,112,154,217,235,38,24,9,3
1558,Asb11,69,52,16,7,44,34,7,3,242,129,156,219,232,25,18,9,4
20514,Ubash3a,87,56,14,2,35,18,5,1,242,120,168,223,239,52,38,9,1
10170,Krt5,46,31,11,5,36,16,2,1,242,160,195,229,236,10,15,9,4
116,1700102P08Rik,92,67,18,2,52,37,9,3,242,98,138,215,237,40,30,9,-1
7133,Gm21060,33,26,23,22,36,31,14,14,242,173,185,205,206,-3,-5,9,8
3318,Chst11,55,32,11,6,52,23,2,0,242,135,187,229,236,3,9,9,6
6197,Foxq1,52,26,9,1,51,21,0,0,242,139,195,233,241,1,5,9,1
16844,Sat1,52,35,10,7,39,17,1,1,242,151,190,231,234,13,18,9,6
6123,Fmod,61,40,13,6,42,21,4,1,242,139,181,225,235,19,19,9,5
726,Adamts1,57,42,13,5,60,42,4,1,242,125,158,225,236,-3,0,9,4
10274,Lad1,42,29,9,5,37,18,0,0,242,163,195,233,237,5,11,9,5
5161,Ehf,48,36,12,7,59,35,3,0,242,135,171,227,235,-11,1,9,7
6155,Fosl2,95,64,15,8,31,17,6,0,242,116,161,221,234,64,47,9,8
16863,Sbsn,75,55,16,4,56,34,7,1,242,111,153,219,237,19,21,9,3
2287,C2,73,49,17,2,44,26,8,1,242,125,167,217,239,29,23,9,1
2297,C3,96,61,12,7,34,17,3,1,242,112,164,227,234,62,44,9,6
19702,Tnfrsf13c,75,50,13,4,56,38,4,0,242,111,154,225,238,19,12,9,4
11543,Mrln,43,40,33,18,40,32,24,14,242,159,170,185,210,3,8,9,4
18293,Sprr2a2,59,46,18,11,42,31,9,5,242,141,165,215,226,17,15,9,6
6253,Fst,74,48,11,5,52,35,2,1,242,116,159,229,236,22,13,9,4
11280,Mgarp,77,57,15,4,39,24,6,1,242,126,161,221,237,38,33,9,3
3902,Crybb2,26,26,12,5,9,8,3,1,242,207,208,227,236,17,18,9,4
19960,Trav13d-3,21,19,19,12,11,10,10,5,242,210,213,213,225,10,9,9,7
19447,Tmem141,48,26,10,7,49,23,1,1,242,145,193,231,234,-1,3,9,6
11195,Mep1a,44,29,11,8,25,13,2,0,242,173,200,229,234,19,16,9,8
14676,Pigz,74,61,23,11,61,42,14,3,242,107,139,205,228,13,19,9,8
6402,Galp,28,27,15,5,16,14,6,0,242,198,201,221,237,12,13,9,5
18307,Spry1,75,45,10,2,49,28,1,0,242,118,169,231,240,26,17,9,2
12211,Neu2,49,39,14,6,47,40,5,1,242,146,163,223,235,2,-1,9,5
8516,Hba-a1,63,47,22,6,52,36,13,4,242,127,159,207,232,11,11,9,2
8379,H2-T23,93,59,15,4,29,15,6,1,242,120,168,221,237,64,44,9,3
18895,Tat,47,28,11,1,19,14,2,1,242,176,200,229,240,28,14,9,0
2034,Bhlhe41,70,51,12,3,40,26,3,1,242,132,165,227,238,30,25,9,2
17491,Slc18a1,74,60,18,7,50,32,9,0,242,118,150,215,235,24,28,9,7
4196,Cyp2j9,53,35,11,3,37,15,2,0,242,152,192,229,239,16,20,9,3
