,GeneName,up1.5,up2,up5,up10,dn1.5,dn2,dn5,dn10,all,unchange1.5,unchange2,unchange5,unchange10,HN1.5,HN2,HN5,HN10
12845,Olfr1054,1,1,0,0,3,3,0,0,242,238,238,242,242,-2,-2,0,0
12844,Olfr1053,1,1,0,0,0,0,0,0,242,241,241,242,242,1,1,0,0
12840,Olfr1049,2,1,0,0,0,0,0,0,242,240,241,242,242,2,1,0,0
21574,Zbtb11,56,26,2,2,23,15,2,0,242,163,201,238,240,33,11,0,2
13196,Olfr145,12,7,0,0,5,1,0,0,242,225,234,242,242,7,6,0,0
13199,Olfr1453,1,1,0,0,1,1,0,0,242,240,240,242,242,0,0,0,0
13687,Olfr685,12,5,0,0,5,2,0,0,242,225,235,242,242,7,3,0,0
1539,Arsk,40,25,5,4,57,33,5,1,242,145,184,232,237,-17,-8,0,3
21192,Vmn2r80,3,1,0,0,1,0,0,0,242,238,241,242,242,2,1,0,0
13562,Olfr551,10,9,0,0,3,1,0,0,242,229,232,242,242,7,8,0,0
21193,Vmn2r81,3,1,0,0,9,5,0,0,242,230,236,242,242,-6,-4,0,0
10191,Krt9,16,6,0,0,15,8,0,0,242,211,228,242,242,1,-2,0,0
389,A1cf,25,20,4,2,32,19,4,0,242,185,203,234,240,-7,1,0,2
13557,Olfr547,7,7,1,0,6,6,1,0,242,229,229,240,242,1,1,0,0
13556,Olfr545,60,33,6,1,53,30,6,0,242,129,179,230,241,7,3,0,1
10198,Krtap11-1,7,7,0,0,0,0,0,0,242,235,235,242,242,7,7,0,0
10201,Krtap13-1,3,3,1,1,5,5,1,0,242,234,234,240,241,-2,-2,0,1
16889,Scd2,42,24,6,3,62,41,6,0,242,138,177,230,239,-20,-17,0,3
390,A230072I06Rik,2,1,0,0,4,2,0,0,242,236,239,242,242,-2,-1,0,0
10207,Krtap19-1,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
13552,Olfr54,29,16,0,0,26,12,0,0,242,187,214,242,242,3,4,0,0
10208,Krtap19-2,1,1,0,0,0,0,0,0,242,241,241,242,242,1,1,0,0
13548,Olfr535,7,3,0,0,20,11,0,0,242,215,228,242,242,-13,-8,0,0
10210,Krtap19-4,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
10211,Krtap19-5,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
10212,Krtap19-9b,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
13547,Olfr533,18,9,3,0,32,16,3,0,242,192,217,236,242,-14,-7,0,0
16886,Scart2,23,6,0,0,18,10,0,0,242,201,226,242,242,5,-4,0,0
10218,Krtap26-1,2,2,0,0,8,7,0,0,242,232,233,242,242,-6,-5,0,0
21197,Vmn2r85,8,2,1,1,20,6,1,0,242,214,234,240,241,-12,-4,0,1
13543,Olfr53,4,4,2,0,8,8,2,0,242,230,230,238,242,-4,-4,0,0
13542,Olfr527,23,8,0,0,16,5,0,0,242,203,229,242,242,7,3,0,0
13540,Olfr524,6,4,0,0,3,3,0,0,242,233,235,242,242,3,1,0,0
13538,Olfr522,1,0,0,0,9,3,0,0,242,232,239,242,242,-8,-3,0,0
10227,Krtap31-2,3,3,0,0,0,0,0,0,242,239,239,242,242,3,3,0,0
10185,Krt82,7,0,0,0,5,3,0,0,242,230,239,242,242,2,-3,0,0
13564,Olfr553,2,0,0,0,2,1,0,0,242,238,241,242,242,0,-1,0,0
13474,Olfr455,18,14,2,0,24,15,2,0,242,200,213,238,242,-6,-1,0,0
10181,Krt79,39,22,3,0,27,12,3,2,242,176,208,236,240,12,10,0,-2
13583,Olfr574,1,1,0,0,4,4,0,0,242,237,237,242,242,-3,-3,0,0
16901,Scgb1b12,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
16900,Scgb1b11,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
13582,Olfr573-ps1,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
10142,Krt12,38,14,1,0,18,7,1,0,242,186,221,240,242,20,7,0,0
13581,Olfr572,1,1,0,0,0,0,0,0,242,241,241,242,242,1,1,0,0
21179,Vmn2r69,26,8,2,1,40,27,2,1,242,176,207,238,240,-14,-19,0,0
1559,Asb12,11,8,2,0,25,19,2,0,242,206,215,238,242,-14,-11,0,0
10150,Krt2,6,2,0,0,15,8,0,0,242,221,232,242,242,-9,-6,0,0
16899,Scgb1b10,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
13577,Olfr569,29,16,0,0,25,14,0,0,242,188,212,242,242,4,2,0,0
13573,Olfr561,2,2,0,0,12,10,0,0,242,228,230,242,242,-10,-8,0,0
1555,Asap3,34,15,2,0,74,41,2,0,242,134,186,238,242,-40,-26,0,0
10157,Krt27,21,12,0,0,19,15,0,0,242,202,215,242,242,2,-3,0,0
10158,Krt28,44,22,4,2,42,20,4,2,242,156,200,234,238,2,2,0,0
10160,Krt32,13,7,0,0,10,4,0,0,242,219,231,242,242,3,3,0,0
10162,Krt33b,10,5,2,2,15,12,2,0,242,217,225,238,240,-5,-7,0,2
384,A030005K14Rik,9,6,0,0,7,7,0,0,242,226,229,242,242,2,-1,0,0
10164,Krt35,3,2,0,0,9,5,0,0,242,230,235,242,242,-6,-3,0,0
10166,Krt39,9,6,0,0,10,8,0,0,242,223,228,242,242,-1,-2,0,0
13568,Olfr557,6,3,0,0,5,3,0,0,242,231,236,242,242,1,0,0,0
21182,Vmn2r71,1,0,0,0,6,3,0,0,242,235,239,242,242,-5,-3,0,0
10175,Krt72,11,3,0,0,8,0,0,0,242,223,239,242,242,3,3,0,0
21185,Vmn2r74,16,6,0,0,19,6,0,0,242,207,230,242,242,-3,0,0,0
13567,Olfr556,15,8,2,0,19,9,2,0,242,208,225,238,242,-4,-1,0,0
10177,Krt75,20,6,1,0,16,8,1,0,242,206,228,240,242,4,-2,0,0
10180,Krt78,30,16,6,2,26,19,6,5,242,186,207,230,235,4,-3,0,-3
10233,Krtap4-7,2,1,0,0,3,0,0,0,242,237,241,242,242,-1,1,0,0
13537,Olfr521,7,2,0,0,5,1,0,0,242,230,239,242,242,2,1,0,0
13536,Olfr520,8,7,0,0,14,13,0,0,242,220,222,242,242,-6,-6,0,0
13531,Olfr516,2,0,0,0,0,0,0,0,242,240,242,242,242,2,0,0,0
1485,Arl6ip4,30,18,5,4,37,21,5,1,242,175,203,232,237,-7,-3,0,3
10313,Larp4b,33,21,3,2,53,25,3,1,242,156,196,236,239,-20,-4,0,1
13499,Olfr480,0,0,0,0,4,4,0,0,242,238,238,242,242,-4,-4,0,0
1478,Arl4c,50,20,4,0,50,26,4,0,242,142,196,234,242,0,-6,0,0
16855,Sbf2,42,24,7,3,61,40,7,3,242,139,178,228,236,-19,-16,0,0
400,A4gnt,14,5,2,2,41,22,2,2,242,187,215,238,238,-27,-17,0,0
13494,Olfr476,3,2,0,0,3,0,0,0,242,236,240,242,242,0,2,0,0
13492,Olfr473,1,0,0,0,1,0,0,0,242,240,242,242,242,0,0,0,0
1471,Arl14epl,40,19,5,2,63,36,5,0,242,139,187,232,240,-23,-17,0,2
10331,Lbx1,28,12,0,0,20,8,0,0,242,194,222,242,242,8,4,0,0
16849,Sav1,29,16,3,2,59,29,3,1,242,154,197,236,239,-30,-13,0,1
10339,Lce1c,12,7,3,0,14,11,3,1,242,216,224,236,241,-2,-4,0,-1
13490,Olfr470,8,6,0,0,9,7,0,0,242,225,229,242,242,-1,-1,0,0
1464,Arl1,36,17,3,3,35,15,3,2,242,171,210,236,237,1,2,0,1
13488,Olfr469,6,5,0,0,7,5,0,0,242,229,232,242,242,-1,0,0,0
10351,Lce3b,1,1,1,0,3,3,1,0,242,238,238,240,242,-2,-2,0,0
21845,Zfp511,37,18,5,4,45,25,5,4,242,160,199,232,234,-8,-7,0,0
1460,Arid5a,84,58,11,1,48,28,11,10,242,110,156,220,231,36,30,0,-9
10361,Lcn10,4,4,0,0,7,7,0,0,242,231,231,242,242,-3,-3,0,0
16835,Sarm1,45,27,2,1,58,30,2,0,242,139,185,238,241,-13,-3,0,1
21225,Vps13d,33,15,2,2,47,22,2,0,242,162,205,238,240,-14,-7,0,2
13480,Olfr460,25,14,1,0,21,11,1,0,242,196,217,240,242,4,3,0,0
16830,Sapcd2,59,38,12,6,57,37,12,5,242,126,167,218,231,2,1,0,1
10384,Ldhb,52,31,7,3,42,30,7,5,242,148,181,228,234,10,1,0,-2
10386,Ldhd,41,25,7,5,58,27,7,0,242,143,190,228,237,-17,-2,0,5
16827,Sap30bp,34,19,2,2,43,18,2,0,242,165,205,238,240,-9,1,0,2
10392,Ldlrap1,40,20,6,2,70,41,6,2,242,132,181,230,238,-30,-21,0,0
1489,Arl8b,39,22,4,2,42,21,4,1,242,161,199,234,239,-3,1,0,1
13504,Olfr485,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
13505,Olfr486,0,0,0,0,3,3,0,0,242,239,239,242,242,-3,-3,0,0
13518,Olfr50,9,7,0,0,3,1,0,0,242,230,234,242,242,6,6,0,0
16884,Scarf2,53,29,6,0,51,29,6,2,242,138,184,230,240,2,0,0,-2
13530,Olfr514,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
10247,Krtap9-1,0,0,0,0,5,5,0,0,242,237,237,242,242,-5,-5,0,0
10249,Krtap9-5,1,1,0,0,0,0,0,0,242,241,241,242,242,1,1,0,0
13524,Olfr508,2,2,0,0,0,0,0,0,242,240,240,242,242,2,2,0,0
21202,Vmn2r9,11,4,0,0,10,6,0,0,242,221,232,242,242,1,-2,0,0
21204,Vmn2r91,3,1,0,0,3,2,0,0,242,236,239,242,242,0,-1,0,0
13521,Olfr504,2,2,0,0,2,2,0,0,242,238,238,242,242,0,0,0,0
10258,Ky,22,8,0,0,23,14,0,0,242,197,220,242,242,-1,-6,0,0
16878,Scaper,34,17,2,2,53,27,2,0,242,155,198,238,240,-19,-10,0,2
13519,Olfr502,2,2,0,0,2,2,0,0,242,238,238,242,242,0,0,0,0
10265,L3hypdh,50,31,9,5,56,30,9,5,242,136,181,224,232,-6,1,0,0
1506,Armcx6,43,27,3,0,49,28,3,0,242,150,187,236,242,-6,-1,0,0
1491,Armc1,44,24,4,2,42,24,4,1,242,156,194,234,239,2,0,0,1
10269,L3mbtl4,50,23,6,0,52,32,6,0,242,140,187,230,242,-2,-9,0,0
13516,Olfr498,2,0,0,0,0,0,0,0,242,240,242,242,242,2,0,0,0
13515,Olfr497,9,2,0,0,8,5,0,0,242,225,235,242,242,1,-3,0,0
13514,Olfr495,3,1,0,0,1,1,0,0,242,238,240,242,242,2,0,0,0
13512,Olfr493,2,2,0,0,3,3,0,0,242,237,237,242,242,-1,-1,0,0
10284,Lamb1,69,37,4,2,38,19,4,1,242,135,186,234,239,31,18,0,1
1498,Armc7,65,37,4,0,42,26,4,1,242,135,179,234,241,23,11,0,-1
21211,Vmn2r98,5,1,0,0,6,0,0,0,242,231,241,242,242,-1,1,0,0
10290,Lamp1,42,24,3,2,25,9,3,0,242,175,209,236,240,17,15,0,2
13510,Olfr491,2,0,0,0,2,1,0,0,242,238,241,242,242,0,-1,0,0
13509,Olfr490,1,1,0,0,0,0,0,0,242,241,241,242,242,1,1,0,0
21213,Vmo1,46,40,8,3,38,31,8,2,242,158,171,226,237,8,9,0,1
10135,Kremen1,34,20,2,2,53,25,2,0,242,155,197,238,240,-19,-5,0,2
13584,Olfr575,42,19,1,0,57,32,1,0,242,143,191,240,242,-15,-13,0,0
13585,Olfr576,14,10,0,0,12,4,0,0,242,216,228,242,242,2,6,0,0
9991,Klf11,55,35,6,2,70,43,6,4,242,117,164,230,236,-15,-8,0,-2
13662,Olfr659,0,0,0,0,3,2,0,0,242,239,240,242,242,-3,-2,0,0
369,9530002B09Rik,2,2,1,0,12,6,1,1,242,228,234,240,241,-10,-4,0,-1
21143,Vmn2r33,7,2,0,0,11,6,0,0,242,224,234,242,242,-4,-4,0,0
21144,Vmn2r34,2,1,0,0,1,1,0,0,242,239,240,242,242,1,0,0,0
13655,Olfr652,23,12,2,1,30,13,2,0,242,189,217,238,241,-7,-1,0,1
16988,Sde2,51,22,2,2,34,13,2,0,242,157,207,238,240,17,9,0,2
13654,Olfr651,7,7,0,0,5,5,0,0,242,230,230,242,242,2,2,0,0
16985,Sdcbp,45,28,5,2,31,20,5,1,242,166,194,232,239,14,8,0,1
13652,Olfr649,0,0,0,0,6,5,0,0,242,236,237,242,242,-6,-5,0,0
15403,Prokr2,47,23,2,1,38,17,2,0,242,157,202,238,241,9,6,0,1
13644,Olfr640,8,5,0,0,19,7,0,0,242,215,230,242,242,-11,-2,0,0
21146,Vmn2r36,9,2,0,0,2,0,0,0,242,231,240,242,242,7,2,0,0
372,9530068E07Rik,40,20,5,2,59,24,5,3,242,143,198,232,237,-19,-4,0,-1
21148,Vmn2r38,13,7,0,0,12,2,0,0,242,217,233,242,242,1,5,0,0
16975,Scube3,54,28,7,3,52,24,7,1,242,136,190,228,238,2,4,0,2
21149,Vmn2r39,4,3,0,0,6,4,0,0,242,232,235,242,242,-2,-1,0,0
21151,Vmn2r40,4,1,0,0,5,3,0,0,242,233,238,242,242,-1,-2,0,0
1619,Atad2b,44,18,4,2,44,20,4,0,242,154,204,234,240,0,-2,0,2
13639,Olfr634-ps1,2,2,0,0,0,0,0,0,242,240,240,242,242,2,2,0,0
16966,Scrn1,58,41,8,0,51,33,8,2,242,133,168,226,240,7,8,0,-2
21152,Vmn2r41,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
13636,Olfr631,5,5,0,0,4,4,0,0,242,233,233,242,242,1,1,0,0
9979,Kiss1r,50,30,4,3,50,27,4,1,242,142,185,234,238,0,3,0,2
9980,Kit,32,15,4,0,51,27,4,3,242,159,200,234,239,-19,-12,0,-3
1615,Asxl3,29,13,1,0,39,23,1,1,242,174,206,240,241,-10,-10,0,-1
16958,Sco1,44,23,4,2,41,20,4,2,242,157,199,234,238,3,3,0,0
16955,Scnn1a,60,43,8,3,56,35,8,1,242,126,164,226,238,4,8,0,2
13665,Olfr663,1,1,0,0,1,1,0,0,242,240,240,242,242,0,0,0,0
17000,Sdk1,34,16,0,0,26,7,0,0,242,182,219,242,242,8,9,0,0
1643,Atg2b,31,14,2,2,46,20,2,1,242,165,208,238,239,-15,-6,0,1
17027,Sec24a,44,22,4,3,45,20,4,0,242,153,200,234,239,-1,2,0,3
1680,Atp1a4,30,16,1,0,21,12,1,0,242,191,214,240,242,9,4,0,0
13686,Olfr684,3,1,1,1,4,1,1,1,242,235,240,240,240,-1,0,0,0
13685,Olfr683,5,2,0,0,4,2,0,0,242,233,238,242,242,1,0,0,0
13683,Olfr681,12,5,0,0,27,10,0,0,242,203,227,242,242,-15,-5,0,0
21130,Vmn2r21,2,0,0,0,0,0,0,0,242,240,242,242,242,2,0,0,0
9805,Kcnh6,25,13,1,0,37,14,1,0,242,180,215,240,242,-12,-1,0,0
13678,Olfr677,4,4,1,0,3,2,1,0,242,235,236,240,242,1,2,0,0
21881,Zfp597,42,19,4,0,48,28,4,0,242,152,195,234,242,-6,-9,0,0
13675,Olfr672,1,1,0,0,0,0,0,0,242,241,241,242,242,1,1,0,0
9815,Kcnj12,35,17,1,0,36,16,1,0,242,171,209,240,242,-1,1,0,0
13673,Olfr670,11,6,0,0,14,3,0,0,242,217,233,242,242,-3,3,0,0
17030,Sec24d,52,33,7,2,52,34,7,2,242,138,175,228,238,0,-1,0,0
9833,Kcnk18,10,4,0,0,15,7,0,0,242,217,231,242,242,-5,-3,0,0
13666,Olfr664,1,1,0,0,3,3,0,0,242,238,238,242,242,-2,-2,0,0
9835,Kcnk3,52,25,6,2,43,25,6,2,242,147,192,230,238,9,0,0,0
9841,Kcnma1,40,22,1,1,29,16,1,0,242,173,204,240,241,11,6,0,1
13671,Olfr669,1,0,0,0,1,1,0,0,242,240,241,242,242,0,-1,0,0
368,9430069I07Rik,31,29,21,8,38,34,21,11,242,173,179,200,223,-7,-5,0,-3
9849,Kcnn4,42,19,3,0,73,40,3,0,242,127,183,236,242,-31,-21,0,0
9854,Kcnq5,35,18,2,0,40,22,2,0,242,167,202,238,242,-5,-4,0,0
9855,Kcnrg,63,35,6,1,59,27,6,0,242,120,180,230,241,4,8,0,1
1654,Atic,47,25,4,2,30,16,4,1,242,165,201,234,239,17,9,0,1
13668,Olfr666,1,0,0,0,1,1,0,0,242,240,241,242,242,0,-1,0,0
21139,Vmn2r3,25,9,0,0,21,8,0,0,242,196,225,242,242,4,1,0,0
9880,Kctd3,47,26,9,5,52,25,9,2,242,143,191,224,235,-5,1,0,3
17002,Sdr16c5,12,7,1,1,25,16,1,0,242,205,219,240,241,-13,-9,0,1
13635,Olfr630,2,1,0,0,1,1,0,0,242,239,240,242,242,1,0,0,0
13631,Olfr625-ps1,2,2,0,0,1,1,0,0,242,239,239,242,242,1,1,0,0
16903,Scgb1b18,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
13629,Olfr623,4,1,0,0,3,1,0,0,242,235,240,242,242,1,0,0,0
13605,Olfr599,2,1,0,0,1,1,0,0,242,239,240,242,242,1,0,0,0
13604,Olfr598,2,1,0,0,0,0,0,0,242,240,241,242,242,2,1,0,0
21164,Vmn2r54,5,1,0,0,13,2,0,0,242,224,239,242,242,-8,-1,0,0
16929,Scgb3a1,45,37,22,9,60,45,22,5,242,137,160,198,228,-15,-8,0,4
13601,Olfr594,2,0,0,0,3,0,0,0,242,237,242,242,242,-1,0,0,0
10073,Klk5,14,12,6,4,14,14,6,3,242,214,216,230,235,0,-2,0,1
13600,Olfr593,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
21872,Zfp575,49,15,3,1,38,20,3,0,242,155,207,236,241,11,-5,0,1
13598,Olfr591,1,1,0,0,2,0,0,0,242,239,241,242,242,-1,1,0,0
16927,Scgb2b3,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
13596,Olfr589,0,0,0,0,1,0,0,0,242,241,242,242,242,-1,0,0,0
10087,Klra7,27,25,6,0,38,34,6,1,242,177,183,230,241,-11,-9,0,-1
16919,Scgb2b18,1,1,0,0,0,0,0,0,242,241,241,242,242,1,1,0,0
13594,Olfr587-ps1,1,1,1,1,1,1,1,0,242,240,240,240,241,0,0,0,1
13592,Olfr585,1,1,0,0,0,0,0,0,242,241,241,242,242,1,1,0,0
21171,Vmn2r60,11,3,0,0,9,5,0,0,242,222,234,242,242,2,-2,0,0
13591,Olfr584,6,3,0,0,3,2,0,0,242,233,237,242,242,3,1,0,0
21172,Vmn2r61,12,5,0,0,14,6,0,0,242,216,231,242,242,-2,-1,0,0
10112,Kmt5a,51,26,3,2,42,19,3,2,242,149,197,236,238,9,7,0,0
10113,Kmt5b,41,17,3,2,43,18,3,0,242,158,207,236,240,-2,-1,0,2
10116,Kndc1,21,14,0,0,26,11,0,0,242,195,217,242,242,-5,3,0,0
12597,Ntf5,59,36,5,0,39,22,5,3,242,144,184,232,239,20,14,0,-3
21175,Vmn2r65,6,0,0,0,11,2,0,0,242,225,240,242,242,-5,-2,0,0
16912,Scgb1b7,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
13587,Olfr578,32,17,0,0,27,12,0,0,242,183,213,242,242,5,5,0,0
10131,Kptn,38,24,4,2,35,15,4,2,242,169,203,234,238,3,9,0,0
13586,Olfr577,1,0,0,0,0,0,0,0,242,241,242,242,242,1,0,0,0
10061,Klk1b16,28,21,1,0,15,11,1,0,242,199,210,240,242,13,10,0,0
13609,Olfr601,3,2,0,0,1,0,0,0,242,238,240,242,242,2,2,0,0
10049,Klhl7,33,15,2,2,41,15,2,0,242,168,212,238,240,-8,0,0,2
21157,Vmn2r48,1,0,0,0,1,1,0,0,242,240,241,242,242,0,-1,0,0
9999,Klf3,62,41,7,3,55,30,7,1,242,125,171,228,238,7,11,0,2
13625,Olfr619,0,0,0,0,1,1,0,0,242,241,241,242,242,-1,-1,0,0
16949,Scn4b,37,21,7,3,32,21,7,0,242,173,200,228,239,5,0,0,3
10003,Klf7,56,32,6,0,48,27,6,3,242,138,183,230,239,8,5,0,-3
13624,Olfr618,4,2,0,0,1,0,0,0,242,237,240,242,242,3,2,0,0
13623,Olfr617,0,0,0,0,1,0,0,0,242,241,242,242,242,-1,0,0,0
10005,Klf9,38,20,3,2,56,30,3,0,242,148,192,236,240,-18,-10,0,2
21155,Vmn2r44,8,4,0,0,8,2,0,0,242,226,236,242,242,0,2,0,0
10008,Klhdc2,26,12,4,2,33,19,4,2,242,183,211,234,238,-7,-7,0,0
13622,Olfr616,6,5,0,0,1,1,0,0,242,235,236,242,242,5,4,0,0
16941,Scn11a,17,5,0,0,15,5,0,0,242,210,232,242,242,2,0,0,0
10016,Klhl1,16,8,0,0,25,14,0,0,242,201,220,242,242,-9,-6,0,0
21158,Vmn2r49,3,0,0,0,2,0,0,0,242,237,242,242,242,1,0,0,0
13611,Olfr605,8,4,0,0,18,2,0,0,242,216,236,242,242,-10,2,0,0
10024,Klhl2,43,26,5,3,41,20,5,2,242,158,196,232,237,2,6,0,1
21160,Vmn2r50,6,4,0,0,4,2,0,0,242,232,236,242,242,2,2,0,0
13621,Olfr615,2,1,0,0,0,0,0,0,242,240,241,242,242,2,1,0,0
13619,Olfr612,10,4,0,0,10,1,0,0,242,222,237,242,242,0,3,0,0
13618,Olfr611,2,1,0,0,2,0,0,0,242,238,241,242,242,0,1,0,0
13617,Olfr610,4,3,0,0,2,2,0,0,242,236,237,242,242,2,1,0,0
13615,Olfr609,5,4,0,0,2,1,0,0,242,235,237,242,242,3,3,0,0
13614,Olfr608,3,2,0,0,1,0,0,0,242,238,240,242,242,2,2,0,0
10042,Klhl38,47,27,4,0,39,26,4,1,242,156,189,234,241,8,1,0,-1
10043,Klhl4,39,24,4,0,35,16,4,2,242,168,202,234,240,4,8,0,-2
21161,Vmn2r51,6,0,0,0,1,1,0,0,242,235,241,242,242,5,-1,0,0
13612,Olfr606,2,1,0,0,1,0,0,0,242,239,241,242,242,1,1,0,0
405,A630001G21Rik,47,31,6,3,72,45,6,1,242,123,166,230,238,-25,-14,0,2
16824,Sap18b,30,17,4,2,29,10,4,4,242,183,215,234,236,1,7,0,-2
13200,Olfr1454,8,3,0,0,12,5,0,0,242,222,234,242,242,-4,-2,0,0
13307,Olfr220,6,3,0,0,0,0,0,0,242,236,239,242,242,6,3,0,0
10910,Manba,41,22,4,2,63,33,4,0,242,138,187,234,240,-22,-11,0,2
13303,Olfr213,6,3,0,0,3,3,0,0,242,233,236,242,242,3,0,0,0
13298,Olfr205,7,7,0,0,1,0,0,0,242,234,235,242,242,6,7,0,0
13296,Olfr203,2,2,0,0,1,0,0,0,242,239,240,242,242,1,2,0,0
1244,Aoah,36,23,4,3,43,33,4,0,242,163,186,234,239,-7,-10,0,3
10925,Map1s,42,18,3,3,48,19,3,1,242,152,205,236,238,-6,-1,0,2
13295,Olfr202,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
13293,Olfr20,49,31,9,3,47,29,9,4,242,146,182,224,235,2,2,0,-1
10932,Map2k6,55,38,7,3,54,27,7,1,242,133,177,228,238,1,11,0,2
10934,Map3k1,52,29,6,3,55,28,6,1,242,135,185,230,238,-3,1,0,2
1240,Anxa6,53,30,9,3,37,20,9,6,242,152,192,224,233,16,10,0,-3
1237,Anxa3,50,22,3,2,50,33,3,1,242,142,187,236,239,0,-11,0,1
21812,Zfp42,21,12,2,2,32,22,2,0,242,189,208,238,240,-11,-10,0,2
10958,Map4k5,34,17,4,2,49,21,4,1,242,159,204,234,239,-15,-4,0,1
21317,Wdfy1,46,23,8,5,53,24,8,4,242,143,195,226,233,-7,-1,0,1
13290,Olfr198,2,1,0,0,3,0,0,0,242,237,241,242,242,-1,1,0,0
13286,Olfr193,5,4,2,0,14,8,2,0,242,223,230,238,242,-9,-4,0,0
13285,Olfr191,4,1,0,0,7,5,0,0,242,231,236,242,242,-3,-4,0,0
13281,Olfr186,4,4,1,0,3,3,1,0,242,235,235,240,242,1,1,0,0
1227,Anpep,49,37,5,3,57,30,5,2,242,136,175,232,237,-8,7,0,1
1226,Anp32e,50,33,7,3,47,22,7,4,242,145,187,228,235,3,11,0,-1
16497,Rpa2,52,28,5,2,41,19,5,3,242,149,195,232,237,11,9,0,-1
21807,Zfp408,39,21,4,2,45,27,4,0,242,158,194,234,240,-6,-6,0,2
16493,Rp1l1,6,2,0,0,9,2,0,0,242,227,238,242,242,-3,0,0,0
13274,Olfr175,3,3,0,0,5,5,0,0,242,234,234,242,242,-2,-2,0,0
13271,Olfr171,1,1,0,0,3,3,0,0,242,238,238,242,242,-2,-2,0,0
21323,Wdr1,36,18,4,2,37,19,4,2,242,169,205,234,238,-1,-1,0,0
10905,Man2a1,40,21,5,2,68,28,5,1,242,134,193,232,239,-28,-7,0,1
21821,Zfp442,52,33,8,4,65,42,8,1,242,125,167,226,237,-13,-9,0,3
13472,Olfr452,1,0,0,0,1,0,0,0,242,240,242,242,242,0,0,0,0
10895,Mamdc4,44,26,2,2,49,21,2,0,242,149,195,238,240,-5,5,0,2
15453,Prr23a3,14,8,0,0,19,8,0,0,242,209,226,242,242,-5,0,0,0
16567,Rplp0,42,26,5,4,32,19,5,1,242,168,197,232,237,10,7,0,3
13357,Olfr3,2,2,0,0,2,0,0,0,242,238,240,242,242,0,2,0,0
13356,Olfr299,3,3,0,0,7,5,0,0,242,232,234,242,242,-4,-2,0,0
13354,Olfr297,3,2,0,0,2,2,0,0,242,237,238,242,242,1,0,0,0
21305,Washc2,61,33,4,2,31,16,4,2,242,150,193,234,238,30,17,0,0
1270,Ap3m1,43,19,5,3,58,36,5,3,242,141,187,232,236,-15,-17,0,0
437,Aadacl3,6,2,0,0,8,2,0,0,242,228,238,242,242,-2,0,0,0
10847,Mafk,76,42,4,2,27,14,4,1,242,139,186,234,239,49,28,0,1
438,Aadacl4,2,2,0,0,0,0,0,0,242,240,240,242,242,2,2,0,0
13343,Olfr284,3,3,0,0,0,0,0,0,242,239,239,242,242,3,3,0,0
13339,Olfr279,54,28,5,0,44,24,5,0,242,144,190,232,242,10,4,0,0
1265,Ap2m1,41,26,6,3,37,24,6,2,242,164,192,230,237,4,2,0,1
442,Aadacl4fm4,0,0,0,0,3,2,0,0,242,239,240,242,242,-3,-2,0,0
15463,Prr7,59,30,3,1,53,26,3,0,242,130,186,236,241,6,4,0,1
13330,Olfr263,18,9,1,0,13,4,1,0,242,211,229,240,242,5,5,0,0
13327,Olfr259,42,22,4,2,43,18,4,3,242,157,202,234,237,-1,4,0,-1
16560,Rpl7,34,17,7,5,39,23,7,4,242,169,202,228,233,-5,-6,0,1
15464,Prr9,18,13,7,2,22,21,7,4,242,202,208,228,236,-4,-8,0,-2
13322,Olfr247,0,0,0,0,0,0,0,0,242,242,242,242,242,0,0,0,0
13317,Olfr235,6,2,1,0,16,14,1,0,242,220,226,240,242,-10,-12,0,0
13316,Olfr231,4,2,0,0,2,2,0,0,242,236,238,242,242,2,0,0,0
10880,Magix,48,35,12,4,73,51,12,4,242,121,156,218,234,-25,-16,0,0
