,GeneName,up1.5,up2,up5,up10,dn1.5,dn2,dn5,dn10,all,unchange1.5,unchange2,unchange5,unchange10,HN1.5,HN2,HN5,HN10
3153,Ces2b,42,18,5,1,59,35,8,3,242,141,189,229,238,-17,-17,-3,-2
1581,Ascl5,10,9,6,2,12,12,9,2,242,220,221,227,238,-2,-3,-3,0
17089,Senp5,42,16,3,2,54,26,6,1,242,146,200,233,239,-12,-10,-3,1
10080,Klra10,16,16,1,1,26,24,4,3,242,200,202,237,238,-10,-8,-3,-2
18627,Sult3a2,2,1,1,0,9,7,4,2,242,231,234,237,240,-7,-6,-3,-2
7642,Gm50388,51,41,16,5,88,65,19,9,242,103,136,207,228,-37,-24,-3,-4
14474,Pecr,34,24,11,5,59,34,14,5,242,149,184,217,232,-25,-10,-3,0
6491,Gda,54,24,3,1,44,28,6,1,242,144,190,233,240,10,-4,-3,0
8000,Gpank1,57,27,4,3,43,27,7,2,242,142,188,231,237,14,0,-3,1
20658,Umad1,38,22,4,2,66,42,7,1,242,138,178,231,239,-28,-20,-3,1
17102,Septin3,59,33,5,2,51,33,8,3,242,132,176,229,237,8,0,-3,-1
3159,Ces3a,11,5,1,0,23,13,4,1,242,208,224,237,241,-12,-8,-3,-1
16877,Scap,48,26,3,2,42,25,6,2,242,152,191,233,238,6,1,-3,0
14171,Paqr4,44,19,3,0,58,38,6,0,242,140,185,233,242,-14,-19,-3,0
14170,Paqr3,37,16,4,0,69,44,7,1,242,136,182,231,241,-32,-28,-3,-1
15079,Pou6f2,22,8,0,0,28,13,3,0,242,192,221,239,242,-6,-5,-3,0
21201,Vmn2r89,9,4,1,0,29,18,4,0,242,204,220,237,242,-20,-14,-3,0
9788,Kcnd2,25,15,1,0,19,13,4,0,242,198,214,237,242,6,2,-3,0
14502,Pex13,36,19,3,2,62,36,6,0,242,144,187,233,240,-26,-17,-3,2
7887,Gm9747,23,11,5,2,25,14,8,7,242,194,217,229,233,-2,-3,-3,-5
7973,Golm1,46,27,5,1,48,28,8,1,242,148,187,229,240,-2,-1,-3,0
15189,Ppp2r5b,48,30,5,2,40,21,8,2,242,154,191,229,238,8,9,-3,0
14236,Pbdc1,48,23,4,2,40,22,7,3,242,154,197,231,237,8,1,-3,-1
21168,Vmn2r58,13,3,0,0,24,18,3,0,242,205,221,239,242,-11,-15,-3,0
20734,Usp12,32,15,3,2,60,30,6,3,242,150,197,233,237,-28,-15,-3,-1
14449,Pdss1,42,20,5,3,63,40,8,3,242,137,182,229,236,-21,-20,-3,0
17086,Senp1,31,16,2,1,57,29,5,3,242,154,197,235,238,-26,-13,-3,-2
1525,Arpp21,29,16,0,0,47,27,3,1,242,166,199,239,241,-18,-11,-3,-1
14232,Pax9,31,21,0,0,58,40,3,0,242,153,181,239,242,-27,-19,-3,0
10097,Klrc3,13,11,2,0,14,14,5,0,242,215,217,235,242,-1,-3,-3,0
134,1810049J17Rik,77,55,23,13,56,44,26,15,242,109,143,193,214,21,11,-3,-2
7979,Gon4l,29,13,3,3,54,31,6,1,242,159,198,233,238,-25,-18,-3,2
19810,Tpcn1,36,16,2,2,63,29,5,3,242,143,197,235,237,-27,-13,-3,-1
6733,Gm10428,2,2,2,1,5,5,5,1,242,235,235,235,240,-3,-3,-3,0
7987,Got1,59,43,4,2,35,16,7,4,242,148,183,231,236,24,27,-3,-2
6599,Gja8,11,4,0,0,26,10,3,0,242,205,228,239,242,-15,-6,-3,0
6509,Gdpd1,50,25,0,0,48,20,3,0,242,144,197,239,242,2,5,-3,0
15204,Ppp5c,35,12,2,2,36,14,5,1,242,171,216,235,239,-1,-2,-3,1
14219,Patj,42,20,3,2,44,26,6,2,242,156,196,233,238,-2,-6,-3,0
22052,Zfp959,61,33,6,2,40,30,9,2,242,141,179,227,238,21,3,-3,0
18062,Snx9,34,17,2,2,38,22,5,1,242,170,203,235,239,-4,-5,-3,1
9718,Jph2,36,25,2,0,31,18,5,1,242,175,199,235,241,5,7,-3,-1
216,4833439L19Rik,39,23,3,2,50,26,6,4,242,153,193,233,236,-11,-3,-3,-2
9716,Josd2,31,18,2,2,65,32,5,1,242,146,192,235,239,-34,-14,-3,1
1518,Arpc2,35,14,4,2,32,17,7,3,242,175,211,231,237,3,-3,-3,-1
18063,Soat1,53,23,5,2,60,33,8,2,242,129,186,229,238,-7,-10,-3,0
7985,Gosr1,34,15,2,2,50,34,5,2,242,158,193,235,238,-16,-19,-3,0
7986,Gosr2,34,21,2,2,43,24,5,2,242,165,197,235,238,-9,-3,-3,0
6486,Gcnt3,33,19,3,0,51,31,6,4,242,158,192,233,238,-18,-12,-3,-4
1582,Asf1a,46,22,5,2,43,26,8,3,242,153,194,229,237,3,-4,-3,-1
231,4930407I10Rik,17,7,1,0,14,9,4,3,242,211,226,237,239,3,-2,-3,-3
17850,Sln,20,18,2,0,19,16,5,1,242,203,208,235,241,1,2,-3,-1
2516,Catsperg1,45,24,1,0,65,43,4,2,242,132,175,237,240,-20,-19,-3,-2
17770,Slc6a20b,49,21,3,2,52,32,6,1,242,141,189,233,239,-3,-11,-3,1
14117,Padi1,27,11,0,0,46,24,3,1,242,169,207,239,241,-19,-13,-3,-1
22121,Zim1,34,17,0,0,37,16,3,0,242,171,209,239,242,-3,1,-3,0
7873,Gm94,6,6,1,1,7,7,4,1,242,229,229,237,240,-1,-1,-3,0
18702,Sympk,43,16,3,2,33,15,6,1,242,166,211,233,239,10,1,-3,1
17769,Slc6a20a,32,17,4,2,61,40,7,2,242,149,185,231,238,-29,-23,-3,0
19786,Top1mt,33,16,2,2,49,21,5,1,242,160,205,235,239,-16,-5,-3,1
14113,Pacs2,35,15,3,2,59,34,6,1,242,148,193,233,239,-24,-19,-3,1
22006,Zfp868,37,18,4,2,54,29,7,2,242,151,195,231,238,-17,-11,-3,0
21999,Zfp846,54,24,2,0,52,29,5,2,242,136,189,235,240,2,-5,-3,-2
15068,Pou2f3,33,19,3,0,50,35,6,3,242,159,188,233,239,-17,-16,-3,-3
3037,Ceacam13,1,1,0,0,6,3,3,2,242,235,238,239,240,-5,-2,-3,-2
14104,Pabpc4,44,24,5,2,41,25,8,5,242,157,193,229,235,3,-1,-3,-3
10270,Lacc1,47,29,5,2,57,34,8,3,242,138,179,229,237,-10,-5,-3,-1
15253,Pramel40,22,15,4,2,31,21,7,5,242,189,206,231,235,-9,-6,-3,-3
263,4930523C07Rik,51,31,12,4,65,47,15,3,242,126,164,215,235,-14,-16,-3,1
18069,Socs4,46,23,4,2,45,25,7,2,242,151,194,231,238,1,-2,-3,0
21995,Zfp830,40,21,2,2,43,23,5,2,242,159,198,235,238,-3,-2,-3,0
19782,Tomm70a,25,14,2,2,60,27,5,1,242,157,201,235,239,-35,-13,-3,1
14499,Pex11b,31,16,2,2,70,36,5,2,242,141,190,235,238,-39,-20,-3,0
18071,Socs6,53,34,5,3,52,29,8,3,242,137,179,229,236,1,5,-3,0
4453,Defa17,5,3,3,1,9,7,6,3,242,228,232,233,238,-4,-4,-3,-2
7868,Gm9048,8,7,3,2,13,11,6,2,242,221,224,233,238,-5,-4,-3,0
21212,Vmn2r99,24,8,1,0,56,23,4,0,242,162,211,237,242,-32,-15,-3,0
14091,P3h1,44,22,6,2,44,21,9,3,242,154,199,227,237,0,1,-3,-1
1717,Atp6v0a1,54,30,4,2,46,23,7,2,242,142,189,231,238,8,7,-3,0
20653,Ulbp1,49,30,6,0,55,32,9,5,242,138,180,227,237,-6,-2,-3,-5
3990,Ctag2,2,1,0,0,8,6,3,1,242,232,235,239,241,-6,-5,-3,-1
21166,Vmn2r56,30,13,0,0,50,24,3,0,242,162,205,239,242,-20,-11,-3,0
22120,Zik1,36,16,3,0,79,46,6,2,242,127,180,233,240,-43,-30,-3,-2
6472,Gcfc2,42,22,2,1,65,38,5,2,242,135,182,235,239,-23,-16,-3,-1
4432,Ddx46,33,13,3,3,51,25,6,0,242,158,204,233,239,-18,-12,-3,3
4433,Ddx47,39,20,3,2,30,18,6,1,242,173,204,233,239,9,2,-3,1
14158,Panx1,45,28,3,1,47,26,6,0,242,150,188,233,241,-2,2,-3,1
17779,Slc7a1,65,40,1,0,50,20,4,2,242,127,182,237,240,15,20,-3,-2
8007,Gpatch2l,39,18,3,2,53,30,6,3,242,150,194,233,237,-14,-12,-3,-1
10271,Lactb,34,22,3,2,67,42,6,3,242,141,178,233,237,-33,-20,-3,-1
10272,Lactb2,43,24,3,2,41,25,6,2,242,158,193,233,238,2,-1,-3,0
20655,Ulk2,28,11,4,2,64,32,7,1,242,150,199,231,239,-36,-21,-3,1
22029,Zfp937,44,24,6,1,69,39,9,2,242,129,179,227,239,-25,-15,-3,-1
8013,Gpbp1l1,31,14,2,2,53,24,5,1,242,158,204,235,239,-22,-10,-3,1
16871,Scamp1,27,19,4,2,66,37,7,1,242,149,186,231,239,-39,-18,-3,1
6482,Gcm2,12,7,0,0,16,10,3,0,242,214,225,239,242,-4,-3,-3,0
1503,Armcx3,56,31,5,2,43,22,8,1,242,143,189,229,239,13,9,-3,1
2519,Cav1,57,36,12,5,58,35,15,7,242,127,171,215,230,-1,1,-3,-2
246,4930455H04Rik,12,9,1,1,33,28,4,0,242,197,205,237,241,-21,-19,-3,1
17044,Sel1l,39,18,2,2,62,28,5,1,242,141,196,235,239,-23,-10,-3,1
20414,Tuba1c,53,32,9,7,54,36,12,6,242,135,174,221,229,-1,-4,-3,1
17849,Slmap,42,22,2,2,55,35,5,1,242,145,185,235,239,-13,-13,-3,1
14132,Paip1,38,24,9,6,48,28,12,9,242,156,190,221,227,-10,-4,-3,-3
15075,Pou4f3,16,5,0,0,25,14,3,0,242,201,223,239,242,-9,-9,-3,0
7593,Gm49366,9,9,8,7,13,13,11,7,242,220,220,223,228,-4,-4,-3,0
14129,Pagr1b,61,52,39,29,74,61,42,27,242,107,129,161,186,-13,-9,-3,2
14486,Pepd,30,19,2,2,41,26,5,1,242,171,197,235,239,-11,-7,-3,1
20373,Ttc39c,30,18,3,3,58,27,6,0,242,154,197,233,239,-28,-9,-3,3
20763,Usp36,42,18,2,2,43,23,5,2,242,157,201,235,238,-1,-5,-3,0
4444,Ddx6,33,15,3,2,50,25,6,1,242,159,202,233,239,-17,-10,-3,1
123,1700125H20Rik,43,37,14,4,55,43,17,7,242,144,162,211,231,-12,-6,-3,-3
6516,Gemin2,36,19,3,2,34,20,6,3,242,172,203,233,237,2,-1,-3,-1
1699,Atp5c1,33,16,4,3,41,24,7,3,242,168,202,231,236,-8,-8,-3,0
4310,Dars,30,15,5,2,43,23,8,4,242,169,204,229,236,-13,-8,-3,-2
10167,Krt4,22,11,0,0,30,11,3,0,242,190,220,239,242,-8,0,-3,0
15126,Ppm1j,39,16,1,1,49,23,4,1,242,154,203,237,240,-10,-7,-3,0
14396,Pde4b,41,21,2,2,54,30,5,2,242,147,191,235,238,-13,-9,-3,0
14398,Pde4d,52,25,2,2,56,24,5,2,242,134,193,235,238,-4,1,-3,0
6556,Ggt6,39,26,5,2,63,36,8,2,242,140,180,229,238,-24,-10,-3,0
22100,Zfyve1,34,11,3,2,62,38,6,2,242,146,193,233,238,-28,-27,-3,0
17065,Sem1,30,16,2,2,40,23,5,4,242,172,203,235,236,-10,-7,-3,-2
7929,Gnat3,17,15,1,0,28,23,4,2,242,197,204,237,240,-11,-8,-3,-2
10165,Krt36,13,7,0,0,23,13,3,0,242,206,222,239,242,-10,-6,-3,0
7931,Gnb1,44,25,3,3,42,25,6,2,242,156,192,233,237,2,0,-3,1
14334,Pcif1,22,9,2,2,71,27,5,0,242,149,206,235,240,-49,-18,-3,2
7903,Gmfb,26,16,5,2,56,36,8,5,242,160,190,229,235,-30,-20,-3,-3
17068,Sema3c,62,38,6,2,49,29,9,4,242,131,175,227,236,13,9,-3,-2
147,2210016L21Rik,46,24,3,3,51,24,6,3,242,145,194,233,236,-5,0,-3,0
9752,Katna1,48,27,2,2,27,15,5,3,242,167,200,235,237,21,12,-3,-1
19820,Tpk1,38,19,3,2,64,43,6,3,242,140,180,233,237,-26,-24,-3,-1
14402,Pde6b,39,16,1,0,36,16,4,0,242,167,210,237,242,3,0,-3,0
4360,Dclre1c,41,24,2,0,46,21,5,0,242,155,197,235,242,-5,3,-3,0
14326,Pced1b,45,36,6,0,60,37,9,3,242,137,169,227,239,-15,-1,-3,-3
14403,Pde6c,17,8,1,0,30,19,4,0,242,195,215,237,242,-13,-11,-3,0
15123,Ppm1f,35,18,2,2,51,27,5,1,242,156,197,235,239,-16,-9,-3,1
4362,Dcp1a,35,19,5,2,52,31,8,2,242,155,192,229,238,-17,-12,-3,0
15157,Ppp1r2,35,19,5,2,44,21,8,3,242,163,202,229,237,-9,-2,-3,-1
4365,Dcpp1,10,8,5,2,16,14,8,4,242,216,220,229,236,-6,-6,-3,-2
22097,Zfx,51,25,3,2,38,24,6,2,242,153,193,233,238,13,1,-3,0
1545,Artn,51,31,6,2,61,38,9,4,242,130,173,227,236,-10,-7,-3,-2
7620,Gm4952,41,27,5,3,53,37,8,1,242,148,178,229,238,-12,-10,-3,2
6546,Ggact,30,11,2,2,49,23,5,2,242,163,208,235,238,-19,-12,-3,0
22096,Zfr2,56,39,10,3,68,43,13,5,242,118,160,219,234,-12,-4,-3,-2
19833,Tpr,29,11,2,2,43,29,5,1,242,170,202,235,239,-14,-18,-3,1
14344,Pcnp,42,21,7,3,36,20,10,5,242,164,201,225,234,6,1,-3,-2
149,2210408I21Rik,45,22,5,1,63,46,8,2,242,134,174,229,239,-18,-24,-3,-1
14347,Pcnx2,11,5,0,0,35,20,3,1,242,196,217,239,241,-24,-15,-3,-1
18052,Snx3,43,22,3,2,28,20,6,1,242,171,200,233,239,15,2,-3,1
10143,Krt13,44,22,3,3,29,21,6,1,242,169,199,233,238,15,1,-3,2
4022,Ctns,40,18,3,2,53,30,6,2,242,149,194,233,238,-13,-12,-3,0
7911,Gmppb,24,15,4,2,69,35,7,2,242,149,192,231,238,-45,-20,-3,0
14382,Pdcd7,42,20,3,2,57,39,6,2,242,143,183,233,238,-15,-19,-3,0
9761,Kbtbd12,24,18,3,0,44,36,6,4,242,174,188,233,238,-20,-18,-3,-4
1560,Asb13,40,23,4,2,59,28,7,0,242,143,191,231,240,-19,-5,-3,2
14368,Pcyt1b,39,20,3,1,51,31,6,0,242,152,191,233,241,-12,-11,-3,1
10139,Krr1,36,17,2,2,49,25,5,3,242,157,200,235,237,-13,-8,-3,-1
21126,Vmn2r18,34,15,1,0,59,32,4,0,242,149,195,237,242,-25,-17,-3,0
14366,Pcyox1l,49,27,3,1,70,45,6,1,242,123,170,233,240,-21,-18,-3,0
3061,Celf1,37,19,2,2,44,16,5,2,242,161,207,235,238,-7,3,-3,0
15137,Ppp1r11,34,16,5,2,44,22,8,4,242,164,204,229,236,-10,-6,-3,-2
6567,Gid4,35,16,2,2,58,28,5,0,242,149,198,235,240,-23,-12,-3,2
3133,Cer1,58,41,8,2,54,42,11,4,242,130,159,223,236,4,-1,-3,-2
2558,Cc2d2a,36,20,5,1,55,25,8,0,242,151,197,229,241,-19,-5,-3,1
10153,Krt23,44,30,0,0,41,23,3,1,242,157,189,239,241,3,7,-3,-1
14357,Pcsk2,26,14,1,0,27,15,4,2,242,189,213,237,240,-1,-1,-3,-2
22105,Zfyve27,34,14,3,2,52,27,6,3,242,156,201,233,237,-18,-13,-3,-1
4330,Dcaf1,41,21,3,2,70,43,6,2,242,131,178,233,238,-29,-22,-3,0
9769,Kcmf1,43,26,2,2,36,21,5,1,242,163,195,235,239,7,5,-3,1
159,2310022B05Rik,37,22,4,2,59,28,7,2,242,146,192,231,238,-22,-6,-3,0
4018,Ctnnbip1,42,23,3,2,56,28,6,3,242,144,191,233,237,-14,-5,-3,-1
15144,Ppp1r14b,37,17,3,2,46,20,6,5,242,159,205,233,235,-9,-3,-3,-3
14350,Pcolce,61,38,3,2,42,25,6,2,242,139,179,233,238,19,13,-3,0
1554,Asap2,55,29,2,1,44,26,5,0,242,143,187,235,241,11,3,-3,1
4017,Ctnnb1,40,22,3,3,37,18,6,2,242,165,202,233,237,3,4,-3,1
7902,Gmeb2,47,26,3,1,48,30,6,1,242,147,186,233,240,-1,-4,-3,0
21189,Vmn2r78,20,12,2,0,35,18,5,0,242,187,212,235,242,-15,-6,-3,0
21169,Vmn2r59,43,22,4,1,49,27,7,3,242,150,193,231,238,-6,-5,-3,-2
15107,Ppie,36,17,2,2,26,15,5,2,242,180,210,235,238,10,2,-3,0
1527,Arrb1,47,27,2,2,62,41,5,3,242,133,174,235,237,-15,-14,-3,-1
7960,Gnptg,38,21,3,3,35,16,6,1,242,169,205,233,238,3,5,-3,2
14422,Pdhb,31,19,5,3,40,18,8,4,242,171,205,229,235,-9,1,-3,-1
4390,Ddah2,52,34,5,3,53,30,8,4,242,137,178,229,235,-1,4,-3,-1
14268,Pcdh9,32,17,1,0,36,21,4,0,242,174,204,237,242,-4,-4,-3,0
7635,Gm50092,42,26,3,0,50,25,6,0,242,150,191,233,242,-8,1,-3,0
14267,Pcdh8,35,14,1,0,20,11,4,2,242,187,217,237,240,15,3,-3,-2
2539,Cbr1,42,23,2,2,34,17,5,1,242,166,202,235,239,8,6,-3,1
143,2200002D01Rik,52,43,7,3,51,34,10,7,242,139,165,225,232,1,9,-3,-4
14426,Pdia4,56,32,5,2,43,30,8,2,242,143,180,229,238,13,2,-3,0
9738,Kansl2,37,15,2,2,41,19,5,2,242,164,208,235,238,-4,-4,-3,0
1695,Atp4a,42,24,4,2,57,38,7,4,242,143,180,231,236,-15,-14,-3,-2
14261,Pcdh15,26,13,1,0,25,14,4,3,242,191,215,237,239,1,-1,-3,-3
15106,Ppid,63,32,4,2,34,19,7,1,242,145,191,231,239,29,13,-3,1
6543,Gga1,29,11,2,2,50,26,5,1,242,163,205,235,239,-21,-15,-3,1
1570,Asb6,43,28,2,2,46,23,5,2,242,153,191,235,238,-3,5,-3,0
15104,Ppib,50,28,3,2,38,21,6,4,242,154,193,233,236,12,7,-3,-2
15176,Ppp1r9b,39,20,2,2,50,23,5,2,242,153,199,235,238,-11,-3,-3,0
22065,Zfp971,56,31,12,4,64,41,15,6,242,122,170,215,232,-8,-10,-3,-2
20751,Usp25,34,18,2,2,54,24,5,0,242,154,200,235,240,-20,-6,-3,2
6525,Get4,22,10,2,2,44,17,5,1,242,176,215,235,239,-22,-7,-3,1
10106,Kmo,59,35,8,2,61,47,11,4,242,122,160,223,236,-2,-12,-3,-2
7612,Gm49405,50,26,1,0,44,27,4,2,242,148,189,237,240,6,-1,-3,-2
17054,Selenom,34,21,5,3,51,28,8,6,242,157,193,229,233,-17,-7,-3,-3
22062,Zfp969,18,16,10,7,21,18,13,12,242,203,208,219,223,-3,-2,-3,-5
7969,Golga7,34,18,5,2,46,20,8,1,242,162,204,229,239,-12,-2,-3,1
17795,Slc8a1,44,27,4,3,49,32,7,2,242,149,183,231,237,-5,-5,-3,1
19811,Tpcn2,27,18,3,1,83,43,6,4,242,132,181,233,237,-56,-25,-3,-3
18647,Supt6,35,17,2,2,29,15,5,1,242,178,210,235,239,6,2,-3,1
10119,Knl1,38,18,1,0,67,42,4,1,242,137,182,237,241,-29,-24,-3,-1
4388,Dda1,31,15,2,2,43,21,5,1,242,168,206,235,239,-12,-6,-3,1
7958,Gnpnat1,41,25,3,2,48,25,6,3,242,153,192,233,237,-7,0,-3,-1
2653,Ccdc51,40,20,4,2,55,28,7,3,242,147,194,231,237,-15,-8,-3,-1
7946,Gng7,48,30,5,1,68,41,8,1,242,126,171,229,240,-20,-11,-3,0
20747,Usp20,35,23,3,3,57,34,6,1,242,150,185,233,238,-22,-11,-3,2
4378,Dctn5,33,17,2,2,34,18,5,4,242,175,207,235,236,-1,-1,-3,-2
9742,Kars,27,16,2,2,43,18,5,3,242,172,208,235,237,-16,-2,-3,-1
17806,Slc9a6,39,27,4,2,69,34,7,1,242,134,181,231,239,-30,-7,-3,1
1538,Arsj,28,13,0,0,41,26,3,0,242,173,203,239,242,-13,-13,-3,0
6587,Gipc1,45,23,3,2,59,33,6,3,242,138,186,233,237,-14,-10,-3,-1
14298,Pcdhb4,29,12,1,0,25,14,4,0,242,188,216,237,242,4,-2,-3,0
186,2610044O15Rik8,49,28,5,2,60,38,8,3,242,133,176,229,237,-11,-10,-3,-1
14296,Pcdhb22,46,21,2,0,62,36,5,1,242,134,185,235,241,-16,-15,-3,-1
14295,Pcdhb21,40,15,1,0,59,29,4,0,242,143,198,237,242,-19,-14,-3,0
10127,Kpna6,36,23,2,2,54,33,5,2,242,152,186,235,238,-18,-10,-3,0
6539,Gfra4,47,28,7,2,62,44,10,4,242,133,170,225,236,-15,-16,-3,-2
189,2610507B11Rik,26,15,2,2,54,27,5,1,242,162,200,235,239,-28,-12,-3,1
1693,Atp2c1,37,21,3,2,46,27,6,1,242,159,194,233,239,-9,-6,-3,1
3130,Cep95,43,19,4,1,50,36,7,3,242,149,187,231,238,-7,-17,-3,-2
21176,Vmn2r66,35,17,0,0,39,21,3,3,242,168,204,239,239,-4,-4,-3,-3
17804,Slc9a4,23,10,0,0,37,18,3,2,242,182,214,239,240,-14,-8,-3,-2
17801,Slc9a3,16,10,2,2,58,29,5,1,242,168,203,235,239,-42,-19,-3,1
196,2810004N23Rik,29,17,3,2,39,21,6,2,242,174,204,233,238,-10,-4,-3,0
4324,Dbnl,35,15,2,2,41,24,5,1,242,166,203,235,239,-6,-9,-3,1
7956,Gnpda1,58,31,5,2,54,34,8,5,242,130,177,229,235,4,-3,-3,-3
14280,Pcdhac1,22,10,1,1,18,9,4,1,242,202,223,237,240,4,1,-3,0
18710,Syndig1,22,11,2,0,34,22,5,1,242,186,209,235,241,-12,-11,-3,-1
14278,Pcdha8,15,8,2,0,30,22,5,0,242,197,212,235,242,-15,-14,-3,0
14277,Pcdha7,17,8,1,0,31,22,4,2,242,194,212,237,240,-14,-14,-3,-2
20650,Uhrf1bp1l,31,14,2,2,62,32,5,2,242,149,196,235,238,-31,-18,-3,0
14504,Pex16,30,14,5,2,50,25,8,3,242,162,203,229,237,-20,-11,-3,-1
13794,Olfr804,33,17,4,0,55,28,7,3,242,154,197,231,239,-22,-11,-3,-3
17728,Slc4a10,28,13,1,0,27,18,4,0,242,187,211,237,242,1,-5,-3,0
6633,Gli3,35,20,2,0,51,32,5,2,242,156,190,235,240,-16,-12,-3,-2
1754,Atpsckmt,32,20,4,2,56,35,7,2,242,154,187,231,238,-24,-15,-3,0
9812,Kcnj1,30,22,3,2,40,20,6,4,242,172,200,233,236,-10,2,-3,-2
2469,Carhsp1,51,25,3,3,39,17,6,1,242,152,200,233,238,12,8,-3,2
10413,Letm1,24,13,3,2,52,23,6,2,242,166,206,233,238,-28,-10,-3,0
8122,Gprin3,44,18,0,0,53,29,3,0,242,145,195,239,242,-9,-11,-3,0
10019,Klhl12,36,20,2,2,47,26,5,2,242,159,196,235,238,-11,-6,-3,0
9622,Itga10,59,29,0,0,47,23,3,0,242,136,190,239,242,12,6,-3,0
320,4933427D14Rik,44,26,9,4,73,51,12,4,242,125,165,221,234,-29,-25,-3,0
10018,Klhl11,51,28,2,0,46,25,5,2,242,145,189,235,240,5,3,-3,-2
16802,Samd13,70,48,17,4,73,52,20,13,242,99,142,205,225,-3,-4,-3,-9
6416,Gar1,49,31,4,2,47,24,7,0,242,146,187,231,240,2,7,-3,2
4562,Dffa,30,19,3,3,62,39,6,1,242,150,184,233,238,-32,-20,-3,2
2468,Carf,42,22,2,0,83,57,5,1,242,117,163,235,241,-41,-35,-3,-1
19932,Trappc3l,15,14,4,2,38,34,7,1,242,189,194,231,239,-23,-20,-3,1
6636,Glipr1l2,12,10,0,0,26,20,3,1,242,204,212,239,241,-14,-10,-3,-1
20796,Utp23,32,14,4,2,48,27,7,3,242,162,201,231,237,-16,-13,-3,-1
15007,Polr1b,33,19,3,3,61,37,6,4,242,148,186,233,235,-28,-18,-3,-1
10428,Lgi1,59,32,4,2,42,25,7,0,242,141,185,231,240,17,7,-3,2
20431,Tubg2,47,20,0,0,49,29,3,0,242,146,193,239,242,-2,-9,-3,0
18100,Sox11,30,12,1,0,62,31,4,0,242,150,199,237,242,-32,-19,-3,0
14596,Phf21b,40,25,2,0,70,41,5,2,242,132,176,235,240,-30,-16,-3,-2
14597,Phf23,39,16,3,3,41,23,6,2,242,162,203,233,237,-2,-7,-3,1
14599,Phf3,49,24,2,2,36,18,5,3,242,157,200,235,237,13,6,-3,-1
21909,Zfp644,25,7,3,2,60,34,6,2,242,157,201,233,238,-35,-27,-3,0
1447,Arhgef40,44,26,6,1,70,43,9,3,242,128,173,227,238,-26,-17,-3,-2
15339,Prkcsh,40,20,3,2,37,21,6,3,242,165,201,233,237,3,-1,-3,-1
8136,Gpx7,49,27,6,1,53,34,9,6,242,140,181,227,235,-4,-7,-3,-5
3019,Cdr1,15,9,0,0,10,8,3,0,242,217,225,239,242,5,1,-3,0
19754,Tnr,34,16,0,0,27,15,3,1,242,181,211,239,241,7,1,-3,-1
21112,Vmn2r118,19,12,0,0,23,13,3,0,242,200,217,239,242,-4,-1,-3,0
15331,Prkca,45,26,2,1,44,21,5,1,242,153,195,235,240,1,5,-3,0
15324,Prkag1,32,19,2,2,38,17,5,2,242,172,206,235,238,-6,2,-3,0
2490,Casp2,48,26,4,3,49,31,7,2,242,145,185,231,237,-1,-5,-3,1
2488,Casp14,32,18,3,2,44,28,6,0,242,166,196,233,240,-12,-10,-3,2
13934,Olfr982,33,14,0,0,54,30,3,1,242,155,198,239,241,-21,-16,-3,-1
14575,Phb2,38,19,2,2,42,16,5,1,242,162,207,235,239,-4,3,-3,1
10027,Klhl22,58,36,5,2,54,29,8,3,242,130,177,229,237,4,7,-3,-1
13931,Olfr98,4,4,0,0,10,9,3,0,242,228,229,239,242,-6,-5,-3,0
9810,Kcnip3,49,32,3,0,49,22,6,1,242,144,188,233,241,0,10,-3,-1
6631,Gli1,47,28,4,2,61,32,7,2,242,134,182,231,238,-14,-4,-3,0
13928,Olfr976,50,35,3,0,48,21,6,1,242,144,186,233,241,2,14,-3,-1
15329,Prkar2a,42,25,2,2,42,16,5,1,242,158,201,235,239,0,9,-3,1
4253,Cyth2,37,15,2,2,31,13,5,1,242,174,214,235,239,6,2,-3,1
1745,Atp8b2,46,32,8,1,73,48,11,4,242,123,162,223,237,-27,-16,-3,-3
1599,Aspg,53,34,4,3,45,25,7,1,242,144,183,231,238,8,9,-3,2
14586,Phf11c,46,22,1,0,60,37,4,2,242,136,183,237,240,-14,-15,-3,-2
4542,Dennd6a,29,16,2,2,69,32,5,1,242,144,194,235,239,-40,-16,-3,1
20475,Txnl4a,52,21,3,2,36,22,6,0,242,154,199,233,240,16,-1,-3,2
