,GeneName,up1.5,up2,up5,up10,dn1.5,dn2,dn5,dn10,all,unchange1.5,unchange2,unchange5,unchange10,HN1.5,HN2,HN5,HN10
21350,Wdr47,26,14,2,0,60,27,12,2,242,156,201,228,240,-34,-13,-10,-2
10968,Mapk11,32,16,1,0,76,54,11,6,242,134,172,230,236,-44,-38,-10,-6
580,Accsl,35,21,5,2,52,30,15,3,242,155,191,222,237,-17,-9,-10,-1
20619,Ufsp2,42,21,4,2,46,25,14,8,242,154,196,224,232,-4,-4,-10,-6
16528,Rpl22,35,17,2,2,50,28,12,8,242,157,197,228,232,-15,-11,-10,-6
21694,Zfp105,25,12,1,1,67,44,11,1,242,150,186,230,240,-42,-32,-10,0
11102,Mcpt8,18,17,4,3,32,28,14,3,242,192,197,224,236,-14,-11,-10,0
3885,Crppa,30,18,2,1,66,42,12,4,242,146,182,228,237,-36,-24,-10,-3
18449,St6galnac2,38,22,3,2,60,35,13,3,242,144,185,226,237,-22,-13,-10,-1
7341,Gm3072,1,1,0,0,14,14,10,8,242,227,227,232,234,-13,-13,-10,-8
12668,Nup37,30,17,2,2,76,50,12,4,242,136,175,228,236,-46,-33,-10,-2
18143,Spag4,57,35,7,3,68,47,17,10,242,117,160,218,229,-11,-12,-10,-7
2797,Cd109,34,13,0,0,57,35,10,3,242,151,194,232,239,-23,-22,-10,-3
5009,E030018B13Rik,42,35,2,0,47,44,12,5,242,153,163,228,237,-5,-9,-10,-5
21659,Zdhhc16,40,28,5,2,65,40,15,6,242,137,174,222,234,-25,-12,-10,-4
1807,AY074887,55,39,8,4,66,51,18,6,242,121,152,216,232,-11,-12,-10,-2
6110,Fmc1,30,14,2,2,51,31,12,7,242,161,197,228,233,-21,-17,-10,-5
21363,Wdr66,50,20,0,0,62,43,10,6,242,130,179,232,236,-12,-23,-10,-6
19464,Tmem161a,31,26,3,3,59,33,13,6,242,152,183,226,233,-28,-7,-10,-3
11196,Mep1b,46,31,10,3,62,44,20,10,242,134,167,212,229,-16,-13,-10,-7
12751,Ocm,28,25,17,11,53,47,27,9,242,161,170,198,222,-25,-22,-10,2
2783,Ccsap,39,16,0,0,65,37,10,5,242,138,189,232,237,-26,-21,-10,-5
17244,Sfxn5,51,27,3,3,69,47,13,7,242,122,168,226,232,-18,-20,-10,-4
1838,B3gnt8,45,29,2,0,76,53,12,7,242,121,160,228,235,-31,-24,-10,-7
18964,Tbx5,32,18,1,0,50,34,11,3,242,160,190,230,239,-18,-16,-10,-3
20435,Tubgcp5,29,18,4,1,77,54,14,5,242,136,170,224,236,-48,-36,-10,-4
9884,Kctd7,38,23,1,0,88,53,11,5,242,116,166,230,237,-50,-30,-10,-5
11169,Mef2a,46,26,3,2,49,26,13,10,242,147,190,226,230,-3,0,-10,-8
625,Acr,26,19,4,1,57,51,14,6,242,159,172,224,235,-31,-32,-10,-5
18432,Ssxb3,6,5,2,0,26,26,12,9,242,210,211,228,233,-20,-21,-10,-9
3099,Cep131,34,14,0,0,57,35,10,1,242,151,193,232,241,-23,-21,-10,-1
11936,Myorg,19,5,3,2,91,66,13,2,242,132,171,226,238,-72,-61,-10,0
11152,Med21,41,23,6,2,41,27,16,11,242,160,192,220,229,0,-4,-10,-9
14993,Pole,34,17,2,1,89,61,12,4,242,119,164,228,237,-55,-44,-10,-3
776,Adgb,30,9,0,0,51,37,10,3,242,161,196,232,239,-21,-28,-10,-3
12464,Nphp1,32,14,3,2,72,51,13,5,242,138,177,226,235,-40,-37,-10,-3
16092,Rcor3,42,24,2,2,73,52,12,7,242,127,166,228,233,-31,-28,-10,-5
11622,Mrps24,32,19,3,2,47,27,13,9,242,163,196,226,231,-15,-8,-10,-7
7701,Gm5797,2,2,1,0,12,12,11,9,242,228,228,230,233,-10,-10,-10,-9
7702,Gm5798,19,14,8,4,39,36,18,12,242,184,192,216,226,-20,-22,-10,-8
49,1700012B07Rik,19,15,3,0,31,20,13,6,242,192,207,226,236,-12,-5,-10,-6
1436,Arhgef19,40,26,6,3,77,53,16,7,242,125,163,220,232,-37,-27,-10,-4
985,Akr1c19,37,20,5,3,68,40,15,6,242,137,182,222,233,-31,-20,-10,-3
18197,Spdye4a,35,27,2,0,27,22,12,6,242,180,193,228,236,8,5,-10,-6
16196,Rfx8,20,8,0,0,51,33,10,7,242,171,201,232,235,-31,-25,-10,-7
973,Akna,38,18,3,0,69,42,13,4,242,135,182,226,238,-31,-24,-10,-4
1438,Arhgef25,46,19,4,0,60,34,14,9,242,136,189,224,233,-14,-15,-10,-9
17152,Serpinb1c,36,29,2,0,49,44,12,5,242,157,169,228,237,-13,-15,-10,-5
12109,Ndst3,41,17,3,0,67,39,13,7,242,134,186,226,235,-26,-22,-10,-7
12095,Nde1,34,19,3,2,60,29,13,8,242,148,194,226,232,-26,-10,-10,-6
966,Akap7,41,30,3,2,78,42,13,5,242,123,170,226,235,-37,-12,-10,-3
4725,Dnah7b,31,25,5,2,48,43,15,6,242,163,174,222,234,-17,-18,-10,-4
16206,Rgp1,23,14,2,2,74,39,12,6,242,145,189,228,234,-51,-25,-10,-4
11602,Mrpl53,31,17,6,5,51,31,16,14,242,160,194,220,223,-20,-14,-10,-9
7399,Gm3512,36,24,4,1,54,38,14,5,242,152,180,224,236,-18,-14,-10,-4
5823,Fanci,63,36,6,2,69,48,16,5,242,110,158,220,235,-6,-12,-10,-3
1302,Apip,34,16,3,2,45,24,13,10,242,163,202,226,230,-11,-8,-10,-8
4732,Dnai4,56,35,4,1,55,36,14,7,242,131,171,224,234,1,-1,-10,-6
18209,Speer4e,17,10,4,2,39,34,14,6,242,186,198,224,234,-22,-24,-10,-4
7725,Gm6121,3,2,1,1,14,14,11,9,242,225,226,230,232,-11,-12,-10,-8
15956,Rars2,25,13,4,3,71,44,14,7,242,146,185,224,232,-46,-31,-10,-4
17972,Smyd3,51,31,2,1,38,26,12,7,242,153,185,228,234,13,5,-10,-6
935,Aim2,51,35,6,1,68,47,16,6,242,123,160,220,235,-17,-12,-10,-5
15892,Rad54l,43,25,0,0,57,36,10,6,242,142,181,232,236,-14,-11,-10,-6
18000,Snn,24,9,3,3,87,59,13,3,242,131,174,226,236,-63,-50,-10,0
1495,Armc3,21,6,0,0,36,20,10,4,242,185,216,232,238,-15,-14,-10,-4
1410,Arhgap33,42,22,2,0,77,44,12,1,242,123,176,228,241,-35,-22,-10,-1
1340,Apom,64,37,8,3,71,56,18,6,242,107,149,216,233,-7,-19,-10,-3
11703,mt-Co2,39,24,7,6,52,41,17,4,242,151,177,218,232,-13,-17,-10,2
1038,Alg5,34,19,3,2,49,24,13,9,242,159,199,226,231,-15,-5,-10,-7
11701,mt-Atp8,49,32,10,7,53,44,20,17,242,140,166,212,218,-4,-12,-10,-10
15925,Ranbp17,38,20,1,0,75,46,11,1,242,129,176,230,241,-37,-26,-10,-1
4411,Ddx11,40,21,2,2,83,47,12,7,242,119,174,228,233,-43,-26,-10,-5
15914,Ralgps1,22,7,1,0,77,55,11,1,242,143,180,230,241,-55,-48,-10,-1
7667,Gm527,50,25,1,0,71,53,11,2,242,121,164,230,240,-21,-28,-10,-2
15913,Ralgds,42,17,2,2,65,45,12,1,242,135,180,228,239,-23,-28,-10,1
4422,Ddx28,23,12,2,2,73,46,12,4,242,146,184,228,236,-50,-34,-10,-2
11692,Mss51,61,28,0,0,57,37,10,2,242,124,177,232,240,4,-9,-10,-2
9541,Iqank1,56,35,6,0,80,58,16,4,242,106,149,220,238,-24,-23,-10,-4
1030,Alg1,36,18,3,2,41,26,13,6,242,165,198,226,234,-5,-8,-10,-4
9537,Ipo8,32,17,2,2,61,27,12,7,242,149,198,228,233,-29,-10,-10,-5
4398,Ddias,58,35,8,1,66,47,18,4,242,118,160,216,237,-8,-12,-10,-3
2910,Cdc34,23,12,4,2,69,40,14,4,242,150,190,224,236,-46,-28,-10,-2
11659,Ms4a6c,55,33,5,2,64,44,15,9,242,123,165,222,231,-9,-11,-10,-7
4720,Dnah2,42,28,2,0,48,36,12,4,242,152,178,228,238,-6,-8,-10,-4
16169,Rexo2,24,12,2,2,50,30,12,6,242,168,200,228,234,-26,-18,-10,-4
18933,Tbca,30,12,6,3,42,28,16,14,242,170,202,220,225,-12,-16,-10,-11
1391,Arhgap11a,35,19,1,0,73,47,11,4,242,134,176,230,238,-38,-28,-10,-4
14788,Pla2g7,51,38,5,2,53,32,15,2,242,138,172,222,238,-2,6,-10,0
4370,Dcst2,36,19,1,0,60,33,11,4,242,146,190,230,238,-24,-14,-10,-4
12158,Ndufv3,29,14,2,2,44,30,12,7,242,169,198,228,233,-15,-16,-10,-5
12165,Necap2,40,24,2,2,36,19,12,5,242,166,199,228,235,4,5,-10,-3
21416,Wipi1,33,12,3,2,77,44,13,5,242,132,186,226,235,-44,-32,-10,-3
4748,Dnajb8,27,21,3,1,22,21,13,5,242,193,200,226,236,5,0,-10,-4
5795,Fam81a,42,26,5,4,65,40,15,4,242,135,176,222,234,-23,-14,-10,0
9783,Kcnc1,10,1,0,0,45,29,10,5,242,187,212,232,237,-35,-28,-10,-5
21536,Yipf7,26,19,6,1,39,36,16,8,242,177,187,220,233,-13,-17,-10,-7
18480,Stard3nl,38,20,3,3,55,30,13,8,242,149,192,226,231,-17,-10,-10,-5
16095,Rd3,28,16,2,0,68,36,12,4,242,146,190,228,238,-40,-20,-10,-4
7355,Gm3182,2,2,1,0,18,16,11,5,242,222,224,230,237,-16,-14,-10,-5
15786,R3hdm2,40,22,3,2,48,29,13,7,242,154,191,226,233,-8,-7,-10,-5
4649,Dkk4,28,22,0,0,30,29,10,4,242,184,191,232,238,-2,-7,-10,-4
18902,Tbata,42,39,13,1,64,52,23,11,242,136,151,206,230,-22,-13,-10,-10
5806,Fam89b,37,17,6,5,64,30,16,9,242,141,195,220,228,-27,-13,-10,-4
19579,Tmem30c,76,56,8,2,62,46,18,12,242,104,140,216,228,14,10,-10,-10
4164,Cyp2c29,52,33,3,0,51,35,13,7,242,139,174,226,235,1,-2,-10,-7
17935,Smim6,57,40,8,4,65,50,18,7,242,120,152,216,231,-8,-10,-10,-3
9445,Ilvbl,32,19,3,3,62,43,13,3,242,148,180,226,236,-30,-24,-10,0
1590,Asic3,62,46,6,4,64,50,16,5,242,116,146,220,233,-2,-4,-10,-1
7792,Gm7876,4,3,0,0,12,11,10,9,242,226,228,232,233,-8,-8,-10,-9
1596,Asnsd1,37,16,2,2,47,24,12,9,242,158,202,228,231,-10,-8,-10,-7
7345,Gm3115,16,11,2,0,26,23,12,5,242,200,208,228,237,-10,-12,-10,-5
11446,Mog,30,20,4,2,42,30,14,5,242,170,192,224,235,-12,-10,-10,-3
11444,Mocs2,42,20,2,2,47,31,12,5,242,153,191,228,235,-5,-11,-10,-3
5804,Fam83h,25,10,2,2,84,56,12,3,242,133,176,228,237,-59,-46,-10,-1
6075,Fkbp1b,47,37,13,5,85,57,23,15,242,110,148,206,222,-38,-20,-10,-10
4111,Cyb561d1,27,16,1,0,90,55,11,3,242,125,171,230,239,-63,-39,-10,-3
19574,Tmem274,31,27,13,4,68,61,23,12,242,143,154,206,226,-37,-34,-10,-8
4102,Cxcr3,40,28,2,0,45,32,12,3,242,157,182,228,239,-5,-4,-10,-3
5996,Ffar2,54,32,4,0,67,42,14,4,242,121,168,224,238,-13,-10,-10,-4
11399,Mmp11,51,33,9,3,87,57,19,8,242,104,152,214,231,-36,-24,-10,-5
4207,Cyp3a41a,12,6,2,2,28,22,12,7,242,202,214,228,233,-16,-16,-10,-5
16099,Rdh11,25,12,2,2,80,58,12,2,242,137,172,228,238,-55,-46,-10,0
12257,Nfu1,32,17,2,2,40,20,12,5,242,170,205,228,235,-8,-3,-10,-3
7768,Gm7102,57,32,7,3,69,48,17,5,242,116,162,218,234,-12,-16,-10,-2
7736,Gm6356,27,19,2,1,37,32,12,9,242,178,191,228,232,-10,-13,-10,-8
1509,Armh3,28,13,2,2,60,35,12,6,242,154,194,228,234,-32,-22,-10,-4
19859,Traf4,39,18,2,2,45,34,12,4,242,158,190,228,236,-6,-16,-10,-2
17067,Sema3b,44,28,3,2,59,33,13,8,242,139,181,226,232,-15,-5,-10,-6
21503,Xrcc2,40,15,1,0,71,42,11,2,242,131,185,230,240,-31,-27,-10,-2
17066,Sema3a,35,20,0,0,79,48,10,3,242,128,174,232,239,-44,-28,-10,-3
910,Ahi1,43,19,2,0,51,31,12,4,242,148,192,228,238,-8,-12,-10,-4
1523,Arpin,43,27,4,2,60,41,14,7,242,139,174,224,233,-17,-14,-10,-5
4279,D6Ertd527e,45,16,1,0,65,33,11,2,242,132,193,230,240,-20,-17,-10,-2
18234,Spin2c,47,27,6,3,70,58,16,4,242,125,157,220,235,-23,-31,-10,-1
19033,Tdh,23,14,1,0,31,24,11,2,242,188,204,230,240,-8,-10,-10,-2
11550,Mroh2a,36,22,4,0,67,54,14,7,242,139,166,224,235,-31,-32,-10,-7
4675,Dlx4,41,20,3,0,64,46,13,5,242,137,176,226,237,-23,-26,-10,-5
9757,Katnip,42,23,4,3,67,45,14,9,242,133,174,224,230,-25,-22,-10,-6
1534,Arsa,37,19,2,2,54,30,12,2,242,151,193,228,238,-17,-11,-10,0
4769,Dnajc30,25,11,2,2,66,42,12,3,242,151,189,228,237,-41,-31,-10,-1
7380,Gm3383,24,19,9,3,37,31,19,10,242,181,192,214,229,-13,-12,-10,-7
2879,Cd72,50,29,4,1,63,46,14,4,242,129,167,224,237,-13,-17,-10,-3
12059,Ncapg2,49,24,1,0,64,42,11,3,242,129,176,230,239,-15,-18,-10,-3
5957,Fcmr,29,18,8,5,58,41,18,4,242,155,183,216,233,-29,-23,-10,1
7752,Gm6592,8,8,7,3,20,18,17,15,242,214,216,218,224,-12,-10,-10,-12
11750,Mthfsl,43,25,7,3,48,29,17,14,242,151,188,218,225,-5,-4,-10,-11
4787,Dnd1,89,50,3,1,43,29,13,3,242,110,163,226,238,46,21,-10,-2
12367,Nmbr,48,36,9,4,70,53,19,8,242,124,153,214,230,-22,-17,-10,-4
7590,Gm49358,29,25,11,9,29,25,21,17,242,184,192,210,216,0,0,-10,-8
3762,Cox7b,32,24,8,5,58,37,18,11,242,152,181,216,226,-26,-13,-10,-6
2585,Ccdc136,41,20,1,1,60,29,11,6,242,141,193,230,235,-19,-9,-10,-5
2597,Ccdc152,47,36,9,1,68,55,19,7,242,127,151,214,234,-21,-19,-10,-6
20150,Trim36,45,25,5,0,65,36,15,8,242,132,181,222,234,-20,-11,-10,-8
10651,Lrrc46,53,38,5,0,72,42,15,0,242,117,162,222,242,-19,-4,-10,0
17426,Skp2,40,17,0,0,61,36,10,4,242,141,189,232,238,-21,-19,-10,-4
19318,Tlcd3a,39,21,2,0,71,45,12,4,242,132,176,228,238,-32,-24,-10,-4
5720,Fam187a,36,29,6,2,58,42,16,8,242,148,171,220,232,-22,-13,-10,-6
8365,H2-M2,46,32,7,3,60,44,17,13,242,136,166,218,226,-14,-12,-10,-10
8377,H2-T10,60,40,8,3,57,39,18,6,242,125,163,216,233,3,1,-10,-3
9986,Klc2,27,12,2,2,52,32,12,7,242,163,198,228,233,-25,-20,-10,-5
22011,Zfp872,64,37,1,0,58,40,11,4,242,120,165,230,238,6,-3,-10,-4
5419,Epsti1,35,22,2,0,50,36,12,3,242,157,184,228,239,-15,-14,-10,-3
20346,Ttc13,36,22,5,3,67,39,15,6,242,139,181,222,233,-31,-17,-10,-3
18574,Stx16,46,27,4,2,57,36,14,9,242,139,179,224,231,-11,-9,-10,-7
3316,Chst1,44,23,0,0,53,29,10,6,242,145,190,232,236,-9,-6,-10,-6
21941,Zfp708,48,34,21,7,75,65,31,21,242,119,143,190,214,-27,-31,-10,-14
17433,Slamf7,27,17,2,0,62,44,12,6,242,153,181,228,236,-35,-27,-10,-6
8564,Hdhd2,39,22,3,2,50,28,13,4,242,153,192,226,236,-11,-6,-10,-2
5517,Etfa,31,24,3,2,44,32,13,8,242,167,186,226,232,-13,-8,-10,-6
10030,Klhl25,27,12,1,0,73,52,11,2,242,142,178,230,240,-46,-40,-10,-2
20754,Usp28,40,21,2,0,70,43,12,8,242,132,178,228,234,-30,-22,-10,-8
441,AAdacl4fm3,16,13,1,0,33,26,11,5,242,193,203,230,237,-17,-13,-10,-5
17597,Slc26a8,46,26,5,1,64,46,15,6,242,132,170,222,235,-18,-20,-10,-5
14500,Pex11g,32,20,3,2,76,51,13,2,242,134,171,226,238,-44,-31,-10,0
6903,Gm14308,50,44,27,22,60,52,37,32,242,132,146,178,188,-10,-8,-10,-10
6386,Galnt13,42,25,4,0,52,36,14,8,242,148,181,224,234,-10,-11,-10,-8
3579,Cnot2,26,13,3,2,66,37,13,9,242,150,192,226,231,-40,-24,-10,-7
21952,Zfp738,39,21,3,1,70,42,13,7,242,133,179,226,234,-31,-21,-10,-6
6394,Galnt3,30,15,3,2,58,26,13,6,242,154,201,226,234,-28,-11,-10,-4
5247,Elapor1,16,3,1,0,50,23,11,6,242,176,216,230,236,-34,-20,-10,-6
6489,Gcsam,31,13,0,0,27,17,10,5,242,184,212,232,237,4,-4,-10,-5
2663,Ccdc65,46,27,0,0,70,47,10,5,242,126,168,232,237,-24,-20,-10,-5
8876,Hspb11,40,18,4,2,45,29,14,7,242,157,195,224,233,-5,-11,-10,-5
13475,Olfr456,16,14,2,0,51,45,12,2,242,175,183,228,240,-35,-31,-10,-2
2662,Ccdc63,42,29,6,3,63,41,16,11,242,137,172,220,228,-21,-12,-10,-8
20784,Usp8,37,25,3,2,48,31,13,6,242,157,186,226,234,-11,-6,-10,-4
6916,Gm14410,41,29,13,2,75,57,23,9,242,126,156,206,231,-34,-28,-10,-7
5263,Ell,33,13,3,2,58,40,13,4,242,151,189,226,236,-25,-27,-10,-2
365,9330182O14Rik,16,8,1,1,31,24,11,3,242,195,210,230,238,-15,-16,-10,-2
18562,Strip1,20,11,3,2,80,47,13,6,242,142,184,226,234,-60,-36,-10,-4
6908,Gm14391,52,31,9,6,63,50,19,9,242,127,161,214,227,-11,-19,-10,-3
17621,Slc2a6,55,29,3,1,60,37,13,4,242,127,176,226,237,-5,-8,-10,-3
18685,Swsap1,26,10,2,1,68,46,12,4,242,148,186,228,237,-42,-36,-10,-3
288,4931406B18Rik,31,15,1,0,43,31,11,6,242,168,196,230,236,-12,-16,-10,-6
9982,Kiz,36,17,2,2,46,29,12,10,242,160,196,228,230,-10,-12,-10,-8
3551,Cndp1,31,21,8,3,48,35,18,7,242,163,186,216,232,-17,-14,-10,-4
13638,Olfr633,46,24,1,0,53,26,11,2,242,143,192,230,240,-7,-2,-10,-2
2555,Cby3,32,26,3,1,46,38,13,7,242,164,178,226,234,-14,-12,-10,-6
15117,Ppip5k2,26,16,2,2,85,44,12,0,242,131,182,228,240,-59,-28,-10,2
8536,Hck,61,27,0,0,67,32,10,5,242,114,183,232,237,-6,-5,-10,-5
3375,Ckap5,24,13,2,2,55,35,12,7,242,163,194,228,233,-31,-22,-10,-5
2275,C1qtnf2,29,20,6,2,53,39,16,5,242,160,183,220,235,-24,-19,-10,-3
17595,Slc26a6,30,15,2,1,65,39,12,8,242,147,188,228,233,-35,-24,-10,-7
20223,Tro,41,26,1,0,55,37,11,3,242,146,179,230,239,-14,-11,-10,-3
6679,Gm10058,2,1,0,0,11,11,10,7,242,229,230,232,235,-9,-10,-10,-7
8475,Hacd2,30,14,3,2,39,24,13,4,242,173,204,226,236,-9,-10,-10,-2
3302,Chrna2,40,24,1,0,56,34,11,3,242,146,184,230,239,-16,-10,-10,-3
20209,Trmt12,21,9,1,0,76,60,11,1,242,145,173,230,241,-55,-51,-10,-1
5385,Epha10,35,20,3,2,58,39,13,7,242,149,183,226,233,-23,-19,-10,-5
2512,Catsperb,34,25,1,0,69,45,11,5,242,139,172,230,237,-35,-20,-10,-5
6849,Gm12695,8,3,0,0,24,18,10,10,242,210,221,232,232,-16,-15,-10,-10
8917,Hyal2,49,27,6,2,71,53,16,4,242,122,162,220,236,-22,-26,-10,-2
18607,Sugp2,36,17,3,1,63,37,13,3,242,143,188,226,238,-27,-20,-10,-2
17360,Sigirr,41,27,5,2,66,49,15,3,242,135,166,222,237,-25,-22,-10,-1
18609,Sulf1,45,29,5,1,56,33,15,11,242,141,180,222,230,-11,-4,-10,-10
20354,Ttc23,31,16,2,2,69,45,12,3,242,142,181,228,237,-38,-29,-10,-1
16746,Rxfp2,26,10,2,0,44,28,12,6,242,172,204,228,236,-18,-18,-10,-6
20838,Vbp1,39,28,7,2,38,27,17,8,242,165,187,218,232,1,1,-10,-6
13986,Orai1,23,11,2,2,78,54,12,3,242,141,177,228,237,-55,-43,-10,-1
6430,Gas8,27,10,2,2,62,42,12,3,242,153,190,228,237,-35,-32,-10,-1
10525,Lmnb2,42,15,2,0,58,32,12,3,242,142,195,228,239,-16,-17,-10,-3
10520,Lmf1,27,16,3,3,55,36,13,6,242,160,190,226,233,-28,-20,-10,-3
8661,Hirip3,36,21,2,2,62,35,12,3,242,144,186,228,237,-26,-14,-10,-1
8507,Haus3,52,22,2,1,55,36,12,4,242,135,184,228,237,-3,-14,-10,-3
21851,Zfp518b,38,20,3,0,70,51,13,7,242,134,171,226,235,-32,-31,-10,-7
13781,Olfr789,38,14,0,0,62,34,10,3,242,142,194,232,239,-24,-20,-10,-3
20196,Trip13,51,25,4,2,71,43,14,6,242,120,174,224,234,-20,-18,-10,-4
14174,Paqr7,33,20,4,2,73,50,14,5,242,136,172,224,235,-40,-30,-10,-3
304,4933402D24Rik,23,15,2,0,68,44,12,4,242,151,183,228,238,-45,-29,-10,-4
10486,Lins1,41,21,2,2,55,31,12,8,242,146,190,228,232,-14,-10,-10,-6
15064,Pou1f1,47,25,5,3,56,39,15,8,242,139,178,222,231,-9,-14,-10,-5
8993,Ifit1bl1,47,32,5,0,71,46,15,1,242,124,164,222,241,-24,-14,-10,-1
20227,Trp53bp2,49,22,2,2,49,23,12,6,242,144,197,228,234,0,-1,-10,-4
3482,Clip3,69,43,5,2,50,31,15,6,242,123,168,222,234,19,12,-10,-4
21931,Zfp689,37,11,0,0,61,41,10,2,242,144,190,232,240,-24,-30,-10,-2
309,4933405L10Rik,66,44,5,2,57,44,15,5,242,119,154,222,235,9,0,-10,-3
8397,H2ac24,42,29,14,9,87,64,24,15,242,113,149,204,218,-45,-35,-10,-6
15077,Pou5f2,57,37,4,1,59,43,14,9,242,126,162,224,232,-2,-6,-10,-8
3439,Clec10a,62,42,7,3,61,52,17,5,242,119,148,218,234,1,-10,-10,-2
20180,Trim68,41,26,1,0,67,41,11,2,242,134,175,230,240,-26,-15,-10,-2
21840,Zfp488,28,14,1,0,60,37,11,5,242,154,191,230,237,-32,-23,-10,-5
8417,H2aw,41,16,4,2,76,57,14,6,242,125,169,224,234,-35,-41,-10,-4
10599,Lrmda,49,40,8,3,73,53,18,6,242,120,149,216,233,-24,-13,-10,-3
8424,H2bc13,48,39,25,21,62,51,35,27,242,132,152,182,194,-14,-12,-10,-6
3314,Chrne,48,30,2,2,67,40,12,8,242,127,172,228,232,-19,-10,-10,-6
3115,Cep43,39,15,2,2,45,29,12,5,242,158,198,228,235,-6,-14,-10,-3
10583,Lrch4,41,24,8,5,88,60,18,8,242,113,158,216,229,-47,-36,-10,-3
20670,Unc50,30,14,3,2,61,37,13,8,242,151,191,226,232,-31,-23,-10,-6
13452,Olfr420,45,25,3,0,44,35,13,6,242,153,182,226,236,1,-10,-10,-6
490,Abcc12,29,13,1,0,64,42,11,4,242,149,187,230,238,-35,-29,-10,-4
19341,Tlr2,51,28,2,0,73,43,12,5,242,118,171,228,237,-22,-15,-10,-5
3692,Commd5,27,13,3,2,77,48,13,8,242,138,181,226,232,-50,-35,-10,-6
2734,Ccn3,56,30,2,1,61,39,12,4,242,125,173,228,237,-5,-9,-10,-3
349,6820408C15Rik,48,31,1,0,63,53,11,6,242,131,158,230,236,-15,-22,-10,-6
14051,Otud7a,25,12,1,0,59,40,11,5,242,158,190,230,237,-34,-28,-10,-5
2724,Ccl4,35,33,13,6,56,52,23,11,242,151,157,206,225,-21,-19,-10,-5
7032,Gm1993,1,1,1,0,12,12,11,7,242,229,229,230,235,-11,-11,-10,-7
3707,Coprs,35,19,2,2,55,35,12,6,242,152,188,228,234,-20,-16,-10,-4
6212,Fra10ac1,27,13,2,2,61,30,12,7,242,154,199,228,233,-34,-17,-10,-5
22005,Zfp867,23,9,1,0,89,54,11,3,242,130,179,230,239,-66,-45,-10,-3
15502,Prss42,32,23,2,0,40,27,12,7,242,170,192,228,235,-8,-4,-10,-7
8100,Gpr61,26,13,2,0,57,28,12,7,242,159,201,228,235,-31,-15,-10,-7
17736,Slc4a8,47,23,4,0,58,39,14,4,242,137,180,224,238,-11,-16,-10,-4
15280,Prdm15,41,17,5,0,68,49,15,3,242,133,176,222,239,-27,-32,-10,-3
2030,Bhlhb9,48,28,6,1,68,34,16,10,242,126,180,220,231,-20,-6,-10,-9
10422,Lgals3bp,48,26,4,2,76,56,14,6,242,118,160,224,234,-28,-30,-10,-4
19377,Tmc3,16,5,0,0,58,33,10,3,242,168,204,232,239,-42,-28,-10,-3
14358,Pcsk4,29,16,1,0,75,34,11,5,242,138,192,230,237,-46,-18,-10,-5
2042,Bicra,32,11,1,0,69,47,11,3,242,141,184,230,239,-37,-36,-10,-3
22091,Zfp998,43,26,10,7,78,55,20,10,242,121,161,212,225,-35,-29,-10,-3
2440,Caps2,30,10,3,1,64,41,13,5,242,148,191,226,236,-34,-31,-10,-4
17404,Ska2,38,19,2,1,79,49,12,3,242,125,174,228,238,-41,-30,-10,-2
3150,Ces1g,41,20,3,2,65,42,13,2,242,136,180,226,238,-24,-22,-10,0
15506,Prss46,36,31,4,1,35,28,14,10,242,171,183,224,231,1,3,-10,-9
547,Abraxas1,35,19,2,1,67,41,12,7,242,140,182,228,234,-32,-22,-10,-6
